state,municipality,district,subdistrict,id
BA,Caetité,Brejinho das Ametistas,,29052061000
BA,Caetité,Caldeiras,,29052061500
BA,Caetité,Maniaçu,,29052062500
BA,Caetité,Pajeú do Vento,,29052063000
BA,Cafarnaum,Cafarnaum,,29053050500
BA,Cafarnaum,Canal,,29053051000
BA,Cairu,Cairu,,29054040500
BA,Cairu,Galeão,,29054041000
BA,Cairu,Gamboa,,29054041500
BA,Cairu,Velha Boipeba,,29054042000
BA,Caldeirão Grande,Caldeirão Grande,,29055030500
BA,Camacan,Camacan,,29056020500
BA,Camacan,São João do Panelinha,,29056022000
BA,Camaçari,Camaçari,,29057010500
BA,Camaçari,Abrantes,,29057011000
BA,Camaçari,Monte Gordo,,29057012000
BA,Camamu,Camamu,,29058000500
BA,Camamu,Barcelos do Sul,,29058001000
BA,Camamu,Tapuia,,29058002000
BA,Campo Alegre de Lourdes,Campo Alegre de Lourdes,,29059090500
BA,Campo Alegre de Lourdes,Peixe,,29059091000
BA,Campo Formoso,Campo Formoso,,29060060500
BA,Campo Formoso,Laje dos Negros,,29060061500
BA,Canápolis,Canápolis,,29061050500
BA,Canarana,Canarana,,29062040500
BA,Canarana,Paz de Salobro,,29062042000
BA,Canavieiras,Canavieiras,,29063030500
BA,Canavieiras,Ouricana,,29063031500
BA,Canavieiras,Poxim do Sul,,29063032000
BA,Candeal,Candeal,,29064020500
BA,Candeias,Candeias,,29065010500
BA,Candeias,Caboto,,29065011000
BA,Candeias,Caroba,,29065011500
BA,Candeias,Madeira,,29065012000
BA,Candeias,Menino Jesus,,29065012500
BA,Candeias,Passagem dos Teixeiras,,29065013000
BA,Candeias,Passé,,29065013500
BA,Candiba,Candiba,,29066000500
BA,Candiba,Pilões,,29066001500
BA,Cândido Sales,Cândido Sales,,29067090500
BA,Cândido Sales,Lagoa Grande,,29067091500
BA,Cândido Sales,Quaraçu,,29067092000
BA,Cansanção,Cansanção,,29068080500
BA,Canudos,Canudos,,29068240500
BA,Canudos,Bedengó,,29068241000
BA,Capela do Alto Alegre,Capela do Alto Alegre,,29068570500
BA,Capim Grosso,Capim Grosso,,29068730500
BA,Caraíbas,Caraíbas,,29068990500
BA,Caraíbas,Vila Mariana,,29068994000
BA,Caravelas,Caravelas,,29069070500
BA,Caravelas,Juerana,,29069071000
BA,Caravelas,Ponta da Areia,,29069071500
BA,Caravelas,Santo Antônio de Barcelona,,29069072000
BA,Cardeal da Silva,Cardeal da Silva,,29070040500
BA,Carinhanha,Carinhanha,,29071030500
BA,Carinhanha,Barra da Parateca,,29071031000
BA,Casa Nova,Casa Nova,,29072020500
BA,Casa Nova,Bem-Bom,,29072021000
BA,Casa Nova,Luís Viana,,29072021500
BA,Casa Nova,Pau a Pique,,29072022000
BA,Casa Nova,Sobrado,,29072022500
BA,Castro Alves,Castro Alves,,29073010500
BA,Castro Alves,Crussai,,29073011500
BA,Castro Alves,Petim,,29073012500
BA,Castro Alves,Sítio do Meio,,29073013000
BA,Catolândia,Catolândia,,29074000500
BA,Catu,Catu,,29075090500
BA,Catu,Bela Flor,,29075091000
BA,Catu,Sítio Novo,,29075091500
BA,Caturama,Caturama,,29075580500
BA,Central,Central,,29076080500
BA,Chorrochó,Chorrochó,,29077070500
BA,Cícero Dantas,Cícero Dantas,,29078060500
BA,Cícero Dantas,São João da Fortaleza,,29078061500
BA,Cipó,Cipó,,29079050500
BA,Coaraci,Coaraci,,29080020500
BA,Coaraci,Itamotinga,,29080021000
BA,Coaraci,São Roque,,29080022000
BA,Cocos,Cocos,,29081010500
BA,Conceição da Feira,Conceição da Feira,,29082000500
BA,Conceição do Almeida,Conceição do Almeida,,29083090500
BA,Conceição do Almeida,Comércio,,29083091000
BA,Conceição do Almeida,Rio da Dona,,29083091500
BA,Conceição do Coité,Conceição do Coité,,29084080500
BA,Conceição do Coité,Bandiaçu,,29084080600
BA,Conceição do Coité,Joazeiro,,29084080800
BA,Conceição do Coité,São João,,29084080900
BA,Conceição do Coité,Salgadália,,29084081000
BA,Conceição do Coité,Aroeira,,29084081500
BA,Conceição do Jacuípe,Conceição do Jacuípe,,29085070500
BA,Conde,Conde,,29086060500
BA,Condeúba,Condeúba,,29087050500
BA,Condeúba,Alegre,,29087050800
BA,Contendas do Sincorá,Contendas do Sincorá,,29088040500
BA,Contendas do Sincorá,Caraibuna,,29088041000
BA,Coração de Maria,Coração de Maria,,29089030500
BA,Coração de Maria,Itacava,,29089031000
BA,Coração de Maria,Retiro,,29089033000
BA,Cordeiros,Cordeiros,,29090000500
BA,Coribe,Coribe,,29091090500
BA,Coribe,Descoberto,,29091091000
BA,Coronel João Sá,Coronel João Sá,,29092080500
BA,Correntina,Correntina,,29093070500
BA,Correntina,São Manoel do Norte,,29093071000
BA,Cotegipe,Cotegipe,,29094060500
BA,Cotegipe,Jupaguá,,29094061000
BA,Cotegipe,Taguá,,29094061500
BA,Cravolândia,Cravolândia,,29095050500
BA,Crisópolis,Crisópolis,,29096040500
BA,Crisópolis,Buril,,29096041000
BA,Cristópolis,Cristópolis,,29097030500
BA,Cruz das Almas,Cruz das Almas,,29098020500
BA,Curaçá,Curaçá,,29099010500
BA,Curaçá,Barro Vermelho,,29099011000
BA,Curaçá,Patamuté,,29099011500
BA,Curaçá,Poço de Fora,,29099012000
BA,Curaçá,Riacho Seco,,29099012500
BA,Dário Meira,Dário Meira,,29100080500
BA,Dias d'Ávila,Dias d'Ávila,,29100570500
BA,Dom Basílio,Dom Basílio,,29101070500
BA,Dom Macedo Costa,Dom Macedo Costa,,29102060500
BA,Elísio Medrado,Elísio Medrado,,29103050500
BA,Elísio Medrado,Monte Cruzeiro,,29103051000
BA,Encruzilhada,Encruzilhada,,29104040500
BA,Entre Rios,Entre Rios,,29105030500
BA,Entre Rios,Ibatuí,,29105031000
BA,Entre Rios,Subaúma,,29105031500
BA,Esplanada,Esplanada,,29106020500
BA,Esplanada,Palame,,29106021000
BA,Esplanada,São José do Mucambo,,29106022000
BA,Euclides da Cunha,Euclides da Cunha,,29107010500
BA,Euclides da Cunha,Aribice,,29107010700
BA,Euclides da Cunha,Caimbe,,29107010900
BA,Euclides da Cunha,Massacará,,29107011500
BA,Eunápolis,Eunápolis,,29107270500
BA,Fátima,Fátima,,29107500500
BA,Feira da Mata,Feira da Mata,,29107760500
BA,Feira da Mata,Ramalho,,29107762000
BA,Feira de Santana,Feira de Santana,Mangabeira,29108000506
BA,Feira de Santana,Feira de Santana,Pampalona,29108000507
BA,Feira de Santana,Feira de Santana,Santana,29108000508
BA,Feira de Santana,Feira de Santana,Santo Antônio,29108000509
BA,Feira de Santana,Feira de Santana,Subae,29108000511
BA,Feira de Santana,Bonfim da Feira,,29108001000
BA,Feira de Santana,Humildes,,29108001500
BA,Feira de Santana,Governador Dr. João Durval Carneiro,,29108002000
BA,Feira de Santana,Jaguara,,29108002500
BA,Feira de Santana,Jaíba,,29108003000
BA,Feira de Santana,Maria Quitéria,,29108003500
BA,Feira de Santana,Matinha,,29108003800
BA,Feira de Santana,Tiquaruçu,,29108004000
BA,Filadélfia,Filadélfia,,29108590500
BA,Firmino Alves,Firmino Alves,,29109090500
BA,Firmino Alves,Itaiá,,29109091000
BA,Floresta Azul,Floresta Azul,,29110060500
BA,Formosa do Rio Preto,Formosa do Rio Preto,,29111050500
BA,Gandu,Gandu,,29112040500
BA,Gavião,Gavião,,29112530500
BA,Gentio do Ouro,Gentio do Ouro,,29113030500
BA,Gentio do Ouro,Gameleira do Assuruá,,29113031000
BA,Gentio do Ouro,Ibitunane,,29113031500
BA,Gentio do Ouro,Itajubaquara,,29113032000
BA,Gentio do Ouro,Pituba,,29113032300
BA,Gentio do Ouro,Santo Inácio,,29113032500
BA,Glória,Glória,,29114020500
BA,Gongogi,Gongogi,,29115010500
BA,Gongogi,Tapirama,,29115011000
BA,Governador Mangabeira,Governador Mangabeira,,29116000500
BA,Guajeru,Guajeru,,29116590500
BA,Guanambi,Guanambi,,29117090500
BA,Guanambi,Ceraíma,,29117091000
BA,Guanambi,Morrinhos,,29117091200
BA,Guanambi,Mutãs,,29117091500
BA,Guaratinga,Guaratinga,,29118080500
BA,Guaratinga,Buranhém,,29118081000
BA,Heliópolis,Heliópolis,,29118570500
BA,Iaçu,Iaçu,,29119070500
BA,Iaçu,João Amaro,,29119071000
BA,Iaçu,Lajedo Alto,,29119071500
BA,Ibiassucê,Ibiassucê,,29120040500
BA,Ibicaraí,Ibicaraí,,29121030500
BA,Ibicoara,Ibicoara,,29122020500
BA,Ibicoara,Cascavel,,29122021500
BA,Ibicuí,Ibicuí,,29123010500
BA,Ibicuí,Água Doce,,29123011000
BA,Ibicuí,Ibitupã,,29123011500
BA,Ibipeba,Ibipeba,,29124000500
BA,Ibipeba,Iguitu,,29124001000
BA,Ibipeba,Lagoa Grande,,29124001500
BA,Ibipeba,Mirorós,,29124002000
BA,Ibipitanga,Ibipitanga,,29125090500
BA,Ibiquera,Ibiquera,,29126080500
BA,Ibirapitanga,Ibirapitanga,,29127070500
BA,Ibirapuã,Ibirapuã,,29128060500
BA,Ibirataia,Ibirataia,,29129050500
BA,Ibirataia,Algodão,,29129051000
BA,Ibitiara,Ibitiara,,29130020500
BA,Ibitiara,Mocambo,,29130020800
BA,Ibitiara,Olhos d'Água do Seco,,29130021000
BA,Ibititá,Ibititá,,29131010500
BA,Ibititá,Canoão,,29131012000
BA,Ibititá,Feira Nova,,29131013000
BA,Ibotirama,Ibotirama,,29132000500
BA,Ibotirama,Boa Vista do Lagamar,,29132001000
BA,Ichu,Ichu,,29133090500
BA,Igaporã,Igaporã,,29134080500
BA,Igrapiúna,Igrapiúna,,29134570500
BA,Iguaí,Iguaí,,29135070500
BA,Iguaí,Iguaibi,,29135071000
BA,Ilhéus,Ilhéus,,29136060500
BA,Ilhéus,Aritaguá,,29136061000
BA,Ilhéus,Banco Central,,29136061500
BA,Ilhéus,Castelo Novo,,29136062500
BA,Ilhéus,Coutos,,29136063000
BA,Ilhéus,Inema,,29136063500
BA,Ilhéus,Japu,,29136064000
BA,Ilhéus,Olivença,,29136064500
BA,Ilhéus,Pimenteira,,29136065000
BA,Ilhéus,Rio do Braço,,29136065500
BA,Inhambupe,Inhambupe,,29137050500
BA,Ipecaetá,Ipecaetá,,29138040500
BA,Ipecaetá,Cavunge,,29138041000
BA,Ipiaú,Ipiaú,,29139030500
BA,Ipirá,Ipirá,,29140000500
BA,Ipirá,Bonfim de Ipirá,,29140001500
BA,Ipirá,Malhador,,29140002500
BA,Ipupiara,Ipupiara,,29141090500
BA,Ipupiara,Ibipetum,,29141091000
BA,Irajuba,Irajuba,,29142080500
BA,Iramaia,Iramaia,,29143070500
BA,Iramaia,Novo acre,,29143071000
BA,Iraquara,Iraquara,,29144060500
BA,Iraquara,Iraporanga,,29144061000
BA,Irará,Irará,,29145050500
BA,Irará,Bento Simões,,29145051000
BA,Irecê,Irecê,,29146040500
BA,Irecê,Angical,,29146042500
BA,Irecê,Conquista,,29146043000
BA,Irecê,Itapicuru,,29146043500
BA,Itabela,Itabela,,29146530500
BA,Itaberaba,Itaberaba,,29147030500
BA,Itabuna,Itabuna,,29148020500
BA,Itacaré,Itacaré,,29149010500
BA,Itacaré,Taboquinhas,,29149011000
BA,Itaeté,Itaeté,,29150070500
BA,Itagi,Itagi,,29151060500
BA,Itagibá,Itagibá,,29152050500
BA,Itagibá,Japomirim,,29152051000
BA,Itagimirim,Itagimirim,,29153040500
BA,Itaguaçu da Bahia,Itaguaçu da Bahia,,29153530500
BA,Itaju do Colônia,Itaju do Colônia,,29154030500
BA,Itaju do Colônia,Palmira,,29154032000
BA,Itajuípe,Itajuípe,,29155020500
BA,Itajuípe,Bandeira do Almada,,29155021000
BA,Itamaraju,Itamaraju,,29156010500
BA,Itamari,Itamari,,29157000500
BA,Itambé,Itambé,,29158090500
BA,Itambé,Catolezinho,,29158091000
BA,Itambé,São José do Colônia,,29158091500
BA,Itanagra,Itanagra,,29159080500
BA,Itanhém,Itanhém,,29160050500
BA,Itanhém,Batinga,,29160051000
BA,Itanhém,Ibirajá,,29160051500
BA,Itaparica,Itaparica,,29161040500
BA,Itapé,Itapé,,29162030500
BA,Itapebi,Itapebi,,29163020500
BA,Itapebi,Caiubi,,29163021000
BA,Itapetinga,Itapetinga,,29164010500
BA,Itapetinga,Bandeira do Colônia,,29164011000
BA,Itapicuru,Itapicuru,,29165000500
BA,Itapicuru,Sambaíba,,29165001000
BA,Itapitanga,Itapitanga,,29166090500
BA,Itaquara,Itaquara,,29167080500
BA,Itarantim,Itarantim,,29168070500
BA,Itarantim,Ribeirão do Salto,,29168071000
BA,Itatim,Itatim,,29168560500
BA,Itiruçu,Itiruçu,,29169060500
BA,Itiúba,Itiúba,,29170030500
BA,Itororó,Itororó,,29171020500
BA,Itororó,Itati,,29171021000
BA,Itororó,Rio do Meio,,29171021500
BA,Ituaçu,Ituaçu,,29172010500
BA,Ituaçu,Tranqueiras,,29172013000
BA,Ituberá,Ituberá,,29173000500
BA,Iuiú,Iuiú,,29173340500
BA,Jaborandi,Jaborandi,,29173590500
BA,Jacaraci,Jacaraci,,29174090500
BA,Jacaraci,Irundiara,,29174091000
BA,Jacaraci,Paiol,,29174091500
BA,Jacobina,Jacobina,,29175080500
BA,Jacobina,Catinga do Moura,,29175081000
BA,Jacobina,Itaitu,,29175081500
BA,Jacobina,Itapeipu,,29175082000
BA,Jacobina,Junco,,29175082600
BA,Jaguaquara,Jaguaquara,,29176070500
BA,Jaguaquara,Ipiúna,,29176071500
BA,Jaguarari,Jaguarari,,29177060500
BA,Jaguarari,Pilar,,29177060800
BA,Jaguarari,Juacema,,29177061000
BA,Jaguaripe,Jaguaripe,,29178050500
BA,Jaguaripe,Camassandi,,29178051000
BA,Jaguaripe,Cunhangi,,29178051500
BA,Jaguaripe,Jacuruna,,29178052000
BA,Jaguaripe,Pirajuia,,29178052600
BA,Jandaíra,Jandaíra,,29179040500
BA,Jandaíra,Abadia,,29179041000
BA,Jandaíra,Itanhi,,29179041500
BA,Jandaíra,Mangue Seco,,29179042000
BA,Jequié,Jequié,,29180010500
BA,Jequié,Baixão,,29180011000
BA,Jequié,Boaçu,,29180011500
BA,Jequié,Florestal,,29180011800
BA,Jequié,Itaibó,,29180012000
BA,Jequié,Itajuru,,29180012500
BA,Jequié,Monte Branco,,29180012800
BA,Jequié,Oriente Novo,,29180013000
BA,Jeremoabo,Jeremoabo,,29181000500
BA,Jeremoabo,Canché,,29181001000
BA,Jiquiriçá,Jiquiriçá,,29182090500
BA,Jitaúna,Jitaúna,,29183080500
BA,João Dourado,João Dourado,,29183570500
BA,Juazeiro,Juazeiro,,29184070500
BA,Juazeiro,Abóbora,,29184070700
BA,Juazeiro,Carnaíba do Sertão,,29184071000
BA,Juazeiro,Itamotinga,,29184071500
BA,Juazeiro,Junco,,29184072000
BA,Juazeiro,Juremal,,29184072500
BA,Juazeiro,Massaroca,,29184073000
BA,Juazeiro,Pinhões,,29184073500
BA,Jucuruçu,Jucuruçu,,29184560500
BA,Jussara,Jussara,,29185060500
BA,Jussara,Queimada Nova,,29185060700
BA,Jussara,Recife,,29185061000
BA,Jussari,Jussari,,29185550500
BA,Jussiape,Jussiape,,29186050500
BA,Jussiape,Caraguataí,,29186051000
BA,Lafaiete Coutinho,Lafaiete Coutinho,,29187040500
BA,Lagoa Real,Lagoa Real,,29187530500
BA,Laje,Laje,,29188030500
BA,Laje,Capão,,29188031000
BA,Laje,Engenheiro Pontes,,29188031500
BA,Lajedão,Lajedão,,29189020500
BA,Lajedinho,Lajedinho,,29190090500
BA,Lajedo do Tabocal,Lajedo do Tabocal,,29190580500
BA,Lamarão,Lamarão,,29191080500
BA,Lapão,Lapão,,29191570500
BA,Lauro de Freitas,Lauro de Freitas,,29192070500
BA,Lençóis,Lençóis,,29193060500
BA,Lençóis,Afrânio Peixoto,,29193061000
BA,Lençóis,Coronel Octaviano Alves,,29193061500
BA,Licínio de Almeida,Licínio de Almeida,,29194050500
BA,Licínio de Almeida,Tauape,,29194051000
BA,Livramento de Nossa Senhora,Livramento de Nossa Senhora,,29195040500
BA,Livramento de Nossa Senhora,Iguatemi,,29195041000
BA,Livramento de Nossa Senhora,Itanagé,,29195041500
BA,Livramento de Nossa Senhora,São Timóteo,,29195042000
BA,Luís Eduardo Magalhães,Luís Eduardo Magalhães,,29195530500
BA,Macajuba,Macajuba,,29196030500
BA,Macajuba,Nova Cruz,,29196032100
BA,Macajuba,Santa Luzia,,29196032600
BA,Macarani,Macarani,,29197020500
BA,Macaúbas,Macaúbas,,29198010500
BA,Macaúbas,Canatiba,,29198011000
BA,Macaúbas,Lagoa Clara,,29198011500
BA,Macururé,Macururé,,29199000500
BA,Madre de Deus,Madre de Deus,,29199260500
BA,Maetinga,Maetinga,,29199590500
BA,Maiquinique,Maiquinique,,29200070500
BA,Mairi,Mairi,,29201060500
BA,Mairi,Angico,,29201061000
BA,Malhada,Malhada,,29202050500
BA,Malhada,Canabrava,,29202051000
BA,Malhada,Parateca,,29202051500
BA,Malhada de Pedras,Malhada de Pedras,,29203040500
BA,Manoel Vitorino,Manoel Vitorino,,29204030500
BA,Manoel Vitorino,Catingal,,29204031000
BA,Mansidão,Mansidão,,29204520500
BA,Mansidão,Aroeiras,,29204521000
BA,Maracás,Maracás,,29205020500
BA,Maragogipe,Maragogipe,,29206010500
BA,Maragogipe,Coqueiros,,29206011000
BA,Maragogipe,Guaí,,29206011500
BA,Maragogipe,Guapira,,29206012000
BA,Maragogipe,Nagé,,29206012500
BA,Maragogipe,São Roque do Paraguaçu,,29206013000
BA,Maraú,Maraú,,29207000500
BA,Maraú,Ibiaçu,,29207001000
BA,Maraú,Piabanha,,29207001500
BA,Marcionílio Souza,Marcionílio Souza,,29208090500
BA,Marcionílio Souza,Juraci,,29208091000
BA,Mascote,Mascote,,29209080500
BA,Mascote,Pimenta,,29209081100
BA,Mascote,São João do Paraíso,,29209081600
BA,Mascote,Teixeira do Progresso,,29209082500
BA,Mata de São João,Mata de São João,,29210050500
BA,Mata de São João,Açu da Torre,,29210051000
BA,Mata de São João,Amado Bahia,,29210051500
BA,Matina,Matina,,29210540500
BA,Medeiros Neto,Medeiros Neto,,29211040500
BA,Medeiros Neto,Itupeva,,29211041000
BA,Medeiros Neto,Nova Lídice,,29211041500
BA,Miguel Calmon,Miguel Calmon,,29212030500
BA,Miguel Calmon,Itapura,,29212031000
BA,Miguel Calmon,Tapiranga,,29212031500
BA,Milagres,Milagres,,29213020500
BA,Milagres,Tartaruga,,29213021000
BA,Mirangaba,Mirangaba,,29214010500
BA,Mirangaba,Nuguaçu,,29214011000
BA,Mirangaba,Canabrava,,29214011300
BA,Mirangaba,Taquarandi,,29214011500
BA,Mirante,Mirante,,29214500500
BA,Monte Santo,Monte Santo,,29215000500
BA,Morpará,Morpará,,29216090500
BA,Morpará,Quixaba,,29216091000
BA,Morro do Chapéu,Morro do Chapéu,,29217080500
BA,Morro do Chapéu,Camirim,,29217081000
BA,Morro do Chapéu,Dias Coelho,,29217081500
BA,Morro do Chapéu,Duas Barras do Morro,,29217082000
BA,Morro do Chapéu,Icó,,29217082200
BA,Morro do Chapéu,Tamboril,,29217082400
BA,Morro do Chapéu,Ventura,,29217083000
BA,Mortugaba,Mortugaba,,29218070500
BA,Mucugê,Mucugê,,29219060500
BA,Mucugê,Guiné,,29219061000
BA,Mucugê,João Correia,,29219061500
BA,Mucuri,Mucuri,,29220030500
BA,Mucuri,Ibiranhém,,29220031000
BA,Mucuri,Itabatã,,29220031200
BA,Mucuri,Taquarinha,,29220031500
BA,Mulungu do Morro,Mulungu do Morro,,29220520500
BA,Mulungu do Morro,Canudos,,29220521000
BA,Mulungu do Morro,Várzea do Cerco,,29220521500
BA,Mundo Novo,Mundo Novo,,29221020500
BA,Mundo Novo,Alto Bonito,,29221021000
BA,Mundo Novo,Ibiaporã,,29221021500
BA,Mundo Novo,Indaí,,29221022000
BA,Muniz Ferreira,Muniz Ferreira,,29222010500
BA,Muniz Ferreira,Onha,,29222011000
BA,Muquém de São Francisco,Muquém de São Francisco,,29222500500
BA,Muritiba,Muritiba,,29223000500
BA,Muritiba,Itaporã,,29223002000
BA,Mutuípe,Mutuípe,,29224090500
BA,Nazaré,Nazaré,,29225080500
BA,Nilo Peçanha,Nilo Peçanha,,29226070500
BA,Nordestina,Nordestina,,29226560500
BA,Nova Canaã,Nova Canaã,,29227060500
BA,Nova Canaã,Itajaí,,29227061000
BA,Nova Fátima,Nova Fátima,,29227300500
BA,Nova Ibiá,Nova Ibiá,,29227550500
BA,Nova Itarana,Nova Itarana,,29228050500
BA,Nova Redenção,Nova Redenção,,29228540500
BA,Nova Soure,Nova Soure,,29229040500
BA,Nova Viçosa,Nova Viçosa,,29230010500
BA,Nova Viçosa,Argolo,,29230011000
BA,Nova Viçosa,Helvécia,,29230011500
BA,Nova Viçosa,Posto da Mata,,29230012500
BA,Novo Horizonte,Novo Horizonte,,29230350500
BA,Novo Horizonte,Brejo Luiza de Brito,,29230351000
BA,Novo Horizonte,Remédios,,29230351500
BA,Novo Triunfo,Novo Triunfo,,29230500500
BA,Olindina,Olindina,,29231000500
BA,Oliveira dos Brejinhos,Oliveira dos Brejinhos,,29232090500
BA,Oliveira dos Brejinhos,Bom Sossego,,29232091000
BA,Oliveira dos Brejinhos,Ipuçaba,,29232091500
BA,Ouriçangas,Ouriçangas,,29233080500
BA,Ourolândia,Ourolândia,,29233570500
BA,Palmas de Monte Alto,Palmas de Monte Alto,,29234070500
BA,Palmas de Monte Alto,Espraiado,,29234071500
BA,Palmas de Monte Alto,Pinga Fogo,,29234072000
BA,Palmas de Monte Alto,Rancho das Mães,,29234072500
BA,Palmeiras,Palmeiras,,29235060500
BA,Palmeiras,Caeté-Açu,,29235061000
BA,Paramirim,Paramirim,,29236050500
BA,Paramirim,Canabravinha,,29236051000
BA,Paratinga,Paratinga,,29237040500
BA,Paratinga,Águas do Paulista,,29237041000
BA,Paripiranga,Paripiranga,,29238030500
BA,Paripiranga,Conceição de Campinas,,29238031000
BA,Pau Brasil,Pau Brasil,,29239020500
BA,Paulo Afonso,Paulo Afonso,,29240090500
BA,Pé de Serra,Pé de Serra,,29240580500
BA,Pedrão,Pedrão,,29241080500
BA,Pedro Alexandre,Pedro Alexandre,,29242070500
BA,Piatã,Piatã,,29243060500
BA,Piatã,Cabrália,,29243061000
BA,Piatã,Inúbia,,29243061500
BA,Pilão Arcado,Pilão Arcado,,29244050500
BA,Pilão Arcado,Baluarte,,29244051000
BA,Pilão Arcado,Brejo da Serra,,29244051500
BA,Pilão Arcado,Saldanha,,29244052000
BA,Pindaí,Pindaí,,29245040500
BA,Pindaí,Guirapá,,29245041000
BA,Pindobaçu,Pindobaçu,,29246030500
BA,Pindobaçu,Bananeiras,,29246031000
BA,Pindobaçu,Carnaíba de Baixo,,29246031500
BA,Pindobaçu,Várzea Grande,,29246032500
BA,Pintadas,Pintadas,,29246520500
BA,Piraí do Norte,Piraí do Norte,,29246780500
BA,Piripá,Piripá,,29247020500
BA,Piritiba,Piritiba,,29248010500
BA,Piritiba,França,,29248011000
BA,Piritiba,Largo,,29248011500
BA,Piritiba,Porto Feliz,,29248012500
BA,Planaltino,Planaltino,,29249000500
BA,Planaltino,Ibitiguira,,29249001000
BA,Planaltino,Nova Itaípe,,29249001500
BA,Planalto,Planalto,,29250060500
BA,Planalto,Lucaia,,29250061000
BA,Poções,Poções,,29251050500
BA,Pojuca,Pojuca,,29252040500
BA,Pojuca,Miranga,,29252041000
BA,Ponto Novo,Ponto Novo,,29252530500
BA,Porto Seguro,Porto Seguro,,29253030500
BA,Porto Seguro,Arraial D'Ajuda,,29253030700
BA,Porto Seguro,Caraiva,,29253031000
BA,Porto Seguro,Vale Verde,,29253031500
BA,Porto Seguro,Trancoso,,29253032000
BA,Potiraguá,Potiraguá,,29254020500
BA,Potiraguá,Gurupá Mirim,,29254021000
BA,Prado,Prado,,29255010500
BA,Prado,Cumuruxatiba,,29255011000
BA,Presidente Dutra,Presidente Dutra,,29256000500
BA,Presidente Dutra,Campo Formoso,,29256001000
BA,Presidente Jânio Quadros,Presidente Jânio Quadros,,29257090500
BA,Presidente Tancredo Neves,Presidente Tancredo Neves,,29257580500
BA,Queimadas,Queimadas,,29258080500
BA,Queimadas,Coronel João Borges,,29258080800
BA,Quijingue,Quijingue,,29259070500
BA,Quijingue,Algodões,,29259071000
BA,Quixabeira,Quixabeira,,29259310500
BA,Rafael Jambeiro,Rafael Jambeiro,,29259560500
BA,Rafael Jambeiro,Argoim,,29259561000
BA,Rafael Jambeiro,Cajueiro,,29259561500
BA,Rafael Jambeiro,Paraguassú,,29259562500
BA,Remanso,Remanso,,29260040500
BA,Remanso,Poços,,29260041000
BA,Retirolândia,Retirolândia,,29261030500
BA,Riachão das Neves,Riachão das Neves,,29262020500
BA,Riachão das Neves,Cariparé,,29262021000
BA,Riachão das Neves,São José do Rio Grande,,29262021500
BA,Riachão do Jacuípe,Riachão do Jacuípe,,29263010500
BA,Riachão do Jacuípe,Barreiros,,29263010700
BA,Riacho de Santana,Riacho de Santana,,29264000500
BA,Riacho de Santana,Botuquara,,29264001000
BA,Ribeira do Amparo,Ribeira do Amparo,,29265090500
BA,Ribeira do Pombal,Ribeira do Pombal,,29266080500
BA,Ribeirão do Largo,Ribeirão do Largo,,29266570500
BA,Ribeirão do Largo,Nova Brasilia,,29266571000
BA,Rio de Contas,Rio de Contas,,29267070500
BA,Rio de Contas,Arapiranga,,29267071000
BA,Rio de Contas,Marcolino Moura,,29267071500
BA,Rio do Antônio,Rio do Antônio,,29268060500
BA,Rio do Antônio,Ibitira,,29268061000
BA,Rio do Pires,Rio do Pires,,29269050500
BA,Rio do Pires,Ibiajara,,29269051000
BA,Rio Real,Rio Real,,29270020500
BA,Rodelas,Rodelas,,29271010500
BA,Ruy Barbosa,Ruy Barbosa,,29272000500
BA,Ruy Barbosa,Morro das Flores,,29272001000
BA,Ruy Barbosa,Tapiraípe,,29272001500
BA,Salinas da Margarida,Salinas da Margarida,,29273090500
BA,Salvador,Salvador,Amaralina,29274080506
BA,Salvador,Salvador,Brotas,29274080507
BA,Salvador,Salvador,Conceição da Praia,29274080508
BA,Salvador,Salvador,Itapoã,29274080509
BA,Salvador,Salvador,Maré,29274080510
BA,Salvador,Salvador,Mares,29274080511
BA,Salvador,Salvador,Nazaré,29274080512
BA,Salvador,Salvador,Paripe,29274080513
BA,Salvador,Salvador,Passo,29274080514
BA,Salvador,Salvador,Penha,29274080515
BA,Salvador,Salvador,Periperi,29274080516
BA,Salvador,Salvador,Pilar,29274080517
BA,Salvador,Salvador,Pirajá,29274080518
BA,Salvador,Salvador,Plataforma,29274080519
BA,Salvador,Salvador,Santana,29274080520
BA,Salvador,Salvador,Santo Antônio,29274080521
BA,Salvador,Salvador,São Caetano,29274080522
BA,Salvador,Salvador,São Cristovão,29274080523
BA,Salvador,Salvador,São Pedro,29274080524
BA,Salvador,Salvador,Sé,29274080525
BA,Salvador,Salvador,Valéria,29274080526
BA,Salvador,Salvador,Vitória,29274080527
BA,Santa Bárbara,Santa Bárbara,,29275070500
BA,Santa Brígida,Santa Brígida,,29276060500
BA,Santa Cruz Cabrália,Santa Cruz Cabrália,,29277050500
BA,Santa Cruz da Vitória,Santa Cruz da Vitória,,29278040500
BA,Santa Inês,Santa Inês,,29279030500
BA,Santaluz,Santaluz,,29280000500
BA,Santaluz,Pereira,,29280002000
BA,Santa Luzia,Santa Luzia,,29280590500
BA,Santa Maria da Vitória,Santa Maria da Vitória,,29281090500
BA,Santa Maria da Vitória,Açudina,,29281091000
BA,Santa Maria da Vitória,Inhaúmas,,29281091500
BA,Santana,Santana,,29282080500
