state,municipality,district,subdistrict,id
RO,Alta Floresta D'Oeste,Alta Floresta D'Oeste,,11000150500
RO,Alta Floresta D'Oeste,Filadélfia d'Oeste,,11000151500
RO,Alta Floresta D'Oeste,Izidolândia,,11000152000
RO,Alta Floresta D'Oeste,Nova Gease d'Oeste,,11000152500
RO,Alta Floresta D'Oeste,Rolim de Moura do Guaporé,,11000153000
RO,Alta Floresta D'Oeste,Santo Antônio d'Oeste,,11000153500
RO,Ariquemes,Ariquemes,,11000230500
RO,Cabixi,Cabixi,,11000310500
RO,Cacoal,Cacoal,,11000490500
RO,Cacoal,Riozinho,,11000491000
RO,Cerejeiras,Cerejeiras,,11000560500
RO,Colorado do Oeste,Colorado do Oeste,,11000640500
RO,Corumbiara,Corumbiara,,11000720500
RO,Costa Marques,Costa Marques,,11000800500
RO,Costa Marques,Príncipe da Beira,,11000801500
RO,Espigão D'Oeste,Espigão D'Oeste,,11000980500
RO,Espigão D'Oeste,Boa Vista do Pacarana,,11000981000
RO,Espigão D'Oeste,Novo Paraíso,,11000981200
RO,Espigão D'Oeste,Flor da Serra,,11000981500
RO,Espigão D'Oeste,Nova Esperança,,11000981800
RO,Guajará-Mirim,Guajará-Mirim,,11001060500
RO,Guajará-Mirim,Iata,,11001061200
RO,Guajará-Mirim,Surpresa,,11001062200
RO,Jaru,Jaru,,11001140500
RO,Jaru,Bom Jesus,,11001141000
RO,Jaru,Santa Cruz da Serra,,11001142000
RO,Jaru,Tarilândia,,11001142500
RO,Ji-Paraná,Ji-Paraná,,11001220500
RO,Ji-Paraná,Nova Colina,,11001222000
RO,Ji-Paraná,Nova Londrina,,11001222500
RO,Machadinho D'Oeste,Machadinho D'Oeste,,11001300500
RO,Machadinho D'Oeste,Oriente Novo,,11001301500
RO,Machadinho D'Oeste,Quinto BEC,,11001302000
RO,Machadinho D'Oeste,Tabajara,,11001302500
RO,Nova Brasilândia D'Oeste,Nova Brasilândia D'Oeste,,11001480500
RO,Ouro Preto do Oeste,Ouro Preto do Oeste,,11001550500
RO,Ouro Preto do Oeste,Rondominas,,11001552500
RO,Pimenta Bueno,Pimenta Bueno,,11001890500
RO,Pimenta Bueno,Marco Rondon,,11001891500
RO,Porto Velho,Porto Velho,Zona 01,11002050506
RO,Porto Velho,Porto Velho,Zona 02,11002050507
RO,Porto Velho,Porto Velho,Zona 03,11002050508
RO,Porto Velho,Porto Velho,Zona 04,11002050509
RO,Porto Velho,Porto Velho,Zona 05,11002050510
RO,Porto Velho,Abunã,,11002051000
RO,Porto Velho,Calama,,11002051500
RO,Porto Velho,Demarcação,,11002051600
RO,Porto Velho,Extrema,,11002051700
RO,Porto Velho,Fortaleza do Abunã,,11002051800
RO,Porto Velho,Jaci Paraná,,11002052000
RO,Porto Velho,Mutum Paraná,,11002052500
RO,Porto Velho,Nazaré,,11002053000
RO,Porto Velho,Nova Califórnia,,11002053500
RO,Porto Velho,São Carlos,,11002054000
RO,Porto Velho,Vista Alegre do Abunã,,11002054500
RO,Presidente Médici,Presidente Médici,,11002540500
RO,Presidente Médici,Estrela de Rondônia,,11002541500
RO,Presidente Médici,Novo Riachuelo,,11002542000
RO,Presidente Médici,Vila Bandeira Branca,,11002542500
RO,Presidente Médici,Vila Camargo,,11002543000
RO,Rio Crespo,Rio Crespo,,11002620500
RO,Rolim de Moura,Rolim de Moura,,11002880500
RO,Santa Luzia D'Oeste,Santa Luzia D'Oeste,,11002960500
RO,Vilhena,Vilhena,,11003040500
RO,São Miguel do Guaporé,São Miguel do Guaporé,,11003200500
RO,São Miguel do Guaporé,Santana do Guaporé,,11003202000
RO,Nova Mamoré,Nova Mamoré,,11003380500
RO,Nova Mamoré,Araras,,11003381000
RO,Nova Mamoré,Jacynópolis,,11003381200
RO,Nova Mamoré,Nova Dimensão,,11003381500
RO,Nova Mamoré,Palmeiras,,11003382000
RO,Alvorada D'Oeste,Alvorada D'Oeste,,11003460500
RO,Alvorada D'Oeste,Tancredópolis,,11003462500
RO,Alvorada D'Oeste,Terra Boa,,11003463000
RO,Alto Alegre dos Parecis,Alto Alegre dos Parecis,,11003790500
RO,Alto Paraíso,Alto Paraíso,,11004030500
RO,Buritis,Buritis,,11004520500
RO,Novo Horizonte do Oeste,Novo Horizonte do Oeste,,11005020500
RO,Cacaulândia,Cacaulândia,,11006010500
RO,Campo Novo de Rondônia,Campo Novo de Rondônia,,11007000500
RO,Candeias do Jamari,Candeias do Jamari,,11008090500
RO,Candeias do Jamari,Rio Preto do Candeias,,11008092000
RO,Castanheiras,Castanheiras,,11009080500
RO,Chupinguaia,Chupinguaia,,11009240500
RO,Cujubim,Cujubim,,11009400500
RO,Governador Jorge Teixeira,Governador Jorge Teixeira,,11010050500
RO,Governador Jorge Teixeira,Colina Verde,,11010051500
RO,Itapuã do Oeste,Itapuã do Oeste,,11011040500
RO,Ministro Andreazza,Ministro Andreazza,,11012030500
RO,Mirante da Serra,Mirante da Serra,,11013020500
RO,Monte Negro,Monte Negro,,11014010500
RO,Nova União,Nova União,,11014350500
RO,Parecis,Parecis,,11014500500
RO,Pimenteiras do Oeste,Pimenteiras do Oeste,,11014680500
RO,Primavera de Rondônia,Primavera de Rondônia,,11014760500
RO,São Felipe D'Oeste,São Felipe D'Oeste,,11014840500
RO,São Francisco do Guaporé,São Francisco do Guaporé,,11014920500
RO,Seringueiras,Seringueiras,,11015000500
RO,Teixeirópolis,Teixeirópolis,,11015590500
RO,Theobroma,Theobroma,,11016090500
RO,Urupá,Urupá,,11017080500
RO,Vale do Anari,Vale do Anari,,11017570500
RO,Vale do Paraíso,Vale do Paraíso,,11018070500
AC,Acrelândia,Acrelândia,,12000130500
AC,Assis Brasil,Assis Brasil,,12000540500
AC,Brasiléia,Brasiléia,,12001040500
AC,Bujari,Bujari,,12001380500
AC,Capixaba,Capixaba,,12001790500
AC,Cruzeiro do Sul,Cruzeiro do Sul,,12002030500
AC,Epitaciolândia,Epitaciolândia,,12002520500
AC,Feijó,Feijó,,12003020500
AC,Jordão,Jordão,,12003280500
AC,Mâncio Lima,Mâncio Lima,,12003360500
AC,Manoel Urbano,Manoel Urbano,,12003440500
AC,Marechal Thaumaturgo,Marechal Thaumaturgo,,12003510500
AC,Plácido de Castro,Plácido de Castro,,12003850500
AC,Plácido de Castro,Campinas,,12003851000
AC,Porto Walter,Porto Walter,,12003930500
AC,Rio Branco,Rio Branco,,12004010500
AC,Rodrigues Alves,Rodrigues Alves,,12004270500
AC,Santa Rosa do Purus,Santa Rosa do Purus,,12004350500
AC,Senador Guiomard,Senador Guiomard,,12004500500
AC,Sena Madureira,Sena Madureira,,12005000500
AC,Tarauacá,Tarauacá,,12006090500
AC,Xapuri,Xapuri,,12007080500
AC,Porto Acre,Porto Acre,,12008070500
AM,Alvarães,Alvarães,,13000290500
AM,Amaturá,Amaturá,,13000600500
AM,Anamã,Anamã,,13000860500
AM,Anori,Anori,,13001020500
AM,Apuí,Apuí,,13001440500
AM,Atalaia do Norte,Atalaia do Norte,,13002010500
AM,Autazes,Autazes,,13003000500
AM,Autazes,Murutinga,,13003001000
AM,Barcelos,Barcelos,,13004090500
AM,Barreirinha,Barreirinha,,13005080500
AM,Barreirinha,Ariaú,,13005081000
AM,Barreirinha,Cametá,,13005081200
AM,Barreirinha,Freguesia do Andirá,,13005081500
AM,Barreirinha,Pedras,,13005082000
AM,Benjamin Constant,Benjamin Constant,,13006070500
AM,Beruri,Beruri,,13006310500
AM,Boa Vista do Ramos,Boa Vista do Ramos,,13006800500
AM,Boa Vista do Ramos,Lago Preto,,13006801000
AM,Boa Vista do Ramos,Massauari,,13006801500
AM,Boca do Acre,Boca do Acre,,13007060500
AM,Boca do Acre,Floriano Peixoto,,13007061000
AM,Borba,Borba,,13008050500
AM,Caapiranga,Caapiranga,,13008390500
AM,Canutama,Canutama,,13009040500
AM,Carauari,Carauari,,13010010500
AM,Careiro,Careiro,,13011000500
AM,Careiro da Várzea,Careiro da Várzea,,13011590500
AM,Coari,Coari,,13012090500
AM,Codajás,Codajás,,13013080500
AM,Codajás,Badajos,,13013081000
AM,Eirunepé,Eirunepé,,13014070500
AM,Envira,Envira,,13015060500
AM,Fonte Boa,Fonte Boa,,13016050500
AM,Guajará,Guajará,,13016540500
AM,Humaitá,Humaitá,,13017040500
AM,Ipixuna,Ipixuna,,13018030500
AM,Iranduba,Iranduba,,13018520500
AM,Iranduba,Ariaú,,13018521000
AM,Iranduba,Cacau Pirêra,,13018521500
AM,Iranduba,Lago do Limão,,13018522000
AM,Iranduba,Paricatuba,,13018522500
AM,Itacoatiara,Itacoatiara,,13019020500
AM,Itacoatiara,Amatari,,13019021000
AM,Itamarati,Itamarati,,13019510500
AM,Itapiranga,Itapiranga,,13020090500
AM,Japurá,Japurá,,13021080500
AM,Juruá,Juruá,,13022070500
AM,Jutaí,Jutaí,,13023060500
AM,Lábrea,Lábrea,,13024050500
AM,Manacapuru,Manacapuru,,13025040500
AM,Manaquiri,Manaquiri,,13025530500
AM,Manaus,Manaus,Primeira R.A.,13026030506
AM,Manaus,Manaus,Segunda R.A.,13026030507
AM,Manaus,Manaus,Terceira R.A.,13026030508
AM,Manaus,Manaus,Quarta R.A.,13026030509
AM,Manaus,Manaus,Quinta R.A.,13026030510
AM,Manaus,Manaus,Sexta R.A.,13026030511
AM,Manaus,Manaus,Sétima R.A.,13026030512
AM,Manaus,Manaus,Oitava R.A.,13026030513
AM,Manaus,Manaus,Nona R.A.,13026030514
AM,Manicoré,Manicoré,,13027020500
AM,Maraã,Maraã,,13028010500
AM,Maués,Maués,,13029000500
AM,Maués,Osório da Fonseca,,13029001000
AM,Maués,Repartimento,,13029001500
AM,Nhamundá,Nhamundá,,13030070500
AM,Nova Olinda do Norte,Nova Olinda do Norte,,13031060500
AM,Novo Airão,Novo Airão,,13032050500
AM,Novo Aripuanã,Novo Aripuanã,,13033040500
AM,Parintins,Parintins,,13034030500
AM,Parintins,Mocambo,,13034031000
AM,Pauini,Pauini,,13035020500
AM,Presidente Figueiredo,Presidente Figueiredo,,13035360500
AM,Presidente Figueiredo,Balbina,,13035361000
AM,Rio Preto da Eva,Rio Preto da Eva,,13035690500
AM,Santa Isabel do Rio Negro,Santa Isabel do Rio Negro,,13036010500
AM,Santo Antônio do Içá,Santo Antônio do Içá,,13037000500
AM,São Gabriel da Cachoeira,São Gabriel da Cachoeira,,13038090500
AM,São Gabriel da Cachoeira,Cucui,,13038091200
AM,São Gabriel da Cachoeira,Içana,,13038091500
AM,São Gabriel da Cachoeira,São Felipe,,13038092000
AM,São Paulo de Olivença,São Paulo de Olivença,,13039080500
AM,São Paulo de Olivença,Santa Rita,,13039081500
AM,São Sebastião do Uatumã,São Sebastião do Uatumã,,13039570500
AM,Silves,Silves,,13040050500
AM,Tabatinga,Tabatinga,,13040620500
AM,Tapauá,Tapauá,,13041040500
AM,Tefé,Tefé,,13042030500
AM,Tonantins,Tonantins,,13042370500
AM,Uarini,Uarini,,13042600500
AM,Urucará,Urucará,,13043020500
AM,Urucurituba,Urucurituba,,13044010500
AM,Urucurituba,Augusto Montenegro,,13044011000
RR,Amajari,Amajari,,14000270500
RR,Alto Alegre,Alto Alegre,,14000500500
RR,Boa Vista,Boa Vista,,14001000500
RR,Bonfim,Bonfim,,14001590500
RR,Cantá,Cantá,,14001750500
RR,Caracaraí,Caracaraí,,14002090500
RR,Caroebe,Caroebe,,14002330500
RR,Iracema,Iracema,,14002820500
RR,Mucajaí,Mucajaí,,14003080500
RR,Normandia,Normandia,,14004070500
RR,Pacaraima,Pacaraima,,14004560500
RR,Rorainópolis,Rorainópolis,,14004720500
RR,São João da Baliza,São João da Baliza,,14005060500
RR,São Luiz,São Luiz,,14006050500
RR,Uiramutã,Uiramutã,,14007040500
PA,Abaetetuba,Abaetetuba,,15001070500
PA,Abaetetuba,Beja,,15001071000
PA,Abel Figueiredo,Abel Figueiredo,,15001310500
PA,Acará,Acará,,15002060500
PA,Acará,Guajará-Miri,,15002061000
PA,Acará,Jaguarari,,15002061500
PA,Afuá,Afuá,,15003050500
PA,Água Azul do Norte,Água Azul do Norte,,15003470500
PA,Alenquer,Alenquer,,15004040500
PA,Almeirim,Almeirim,,15005030500
PA,Almeirim,Arumanduba,,15005031000
PA,Almeirim,Monte Dourado,,15005031500
PA,Altamira,Altamira,,15006020500
PA,Altamira,Castelo dos Sonhos,,15006020700
PA,Anajás,Anajás,,15007010500
PA,Ananindeua,Ananindeua,,15008000500
PA,Anapu,Anapu,,15008590500
PA,Augusto Corrêa,Augusto Corrêa,,15009090500
PA,Augusto Corrêa,Aturiaí,,15009091000
PA,Augusto Corrêa,Emboraí,,15009091500
PA,Augusto Corrêa,Itapixuna,,15009092000
PA,Aurora do Pará,Aurora do Pará,,15009580500
PA,Aveiro,Aveiro,,15010060500
PA,Aveiro,Brasília Legal,,15010061000
PA,Aveiro,Pinhel,,15010061500
PA,Bagre,Bagre,,15011050500
PA,Bagre,Pedreira,,15011051000
PA,Baião,Baião,,15012040500
PA,Baião,Joana Peres,,15012041000
PA,Baião,São Joaquim do Ituquara,,15012042000
PA,Baião,Umarizal do Tocantins,,15012043000
PA,Bannach,Bannach,,15012530500
PA,Barcarena,Barcarena,,15013030500
PA,Barcarena,Murucupi,,15013031000
PA,Belém,Belém,,15014020500
PA,Belém,Bengui,,15014024500
PA,Belém,Entroncamento,,15014025000
PA,Belém,Guamá,,15014025500
PA,Belém,Icoaraci,,15014026000
PA,Belém,Mosqueiro,,15014026500
PA,Belém,Outeiro,,15014026700
PA,Belém,Sacramenta,,15014027500
PA,Belterra,Belterra,,15014510500
PA,Benevides,Benevides,,15015010500
PA,Benevides,Benfica,,15015011000
PA,Bom Jesus do Tocantins,Bom Jesus do Tocantins,,15015760500
PA,Bonito,Bonito,,15016000500
PA,Bragança,Bragança,,15017090500
PA,Bragança,Almoço,,15017091000
PA,Bragança,Caratateua,,15017091500
PA,Bragança,Nova Mocajuba,,15017092000
PA,Bragança,Tijoca,,15017093000
PA,Bragança,Vila do Treme,,15017094000
PA,Brasil Novo,Brasil Novo,,15017250500
PA,Brejo Grande do Araguaia,Brejo Grande do Araguaia,,15017580500
PA,Brejo Grande do Araguaia,São Raimundo do Araguaia,,15017581500
PA,Breu Branco,Breu Branco,,15017820500
PA,Breves,Breves,,15018080500
PA,Breves,Antônio Lemos,,15018081000
PA,Breves,Curumu,,15018081500
PA,Breves,São Miguel dos Macacos,,15018082000
PA,Bujaru,Bujaru,,15019070500
PA,Bujaru,Guajará-Açu,,15019071000
PA,Cachoeira do Piriá,Cachoeira do Piriá,,15019560500
PA,Cachoeira do Arari,Cachoeira do Arari,,15020040500
PA,Cametá,Cametá,,15021030500
PA,Cametá,Areião,,15021030700
PA,Cametá,Carapajó,,15021031000
PA,Cametá,Curuçambaba,,15021031500
PA,Cametá,Januacoeli,,15021032000
PA,Cametá,Juaba,,15021032500
PA,Cametá,Moiraba,,15021033000
PA,Cametá,Torres do Cupijó,,15021033600
PA,Cametá,Vila do Carmo do Tocantins,,15021034000
PA,Canaã dos Carajás,Canaã dos Carajás,,15021520500
PA,Capanema,Capanema,,15022020500
PA,Capanema,Mirasselvas,,15022021000
PA,Capanema,Tauari,,15022021500
PA,Capitão Poço,Capitão Poço,,15023010500
PA,Castanhal,Castanhal,,15024000500
PA,Castanhal,Apeú,,15024001000
PA,Chaves,Chaves,,15025090500
PA,Chaves,São Sebastião de Viçosa,,15025091000
PA,Colares,Colares,,15026080500
PA,Conceição do Araguaia,Conceição do Araguaia,,15027070500
PA,Concórdia do Pará,Concórdia do Pará,,15027560500
PA,Cumaru do Norte,Cumaru do Norte,,15027640500
PA,Curionópolis,Curionópolis,,15027720500
PA,Curralinho,Curralinho,,15028060500
PA,Curralinho,Piriá,,15028061000
PA,Curuá,Curuá,,15028550500
PA,Curuçá,Curuçá,,15029050500
PA,Curuçá,Lauro Sodré,,15029052000
PA,Curuçá,Murajá,,15029052500
PA,Curuçá,Ponta de Ramos,,15029054000
PA,Dom Eliseu,Dom Eliseu,,15029390500
PA,Eldorado dos Carajás,Eldorado dos Carajás,,15029540500
PA,Faro,Faro,,15030020500
PA,Faro,Nova Maracanã,,15030020800
PA,Floresta do Araguaia,Floresta do Araguaia,,15030440500
PA,Garrafão do Norte,Garrafão do Norte,,15030770500
PA,Goianésia do Pará,Goianésia do Pará,,15030930500
PA,Gurupá,Gurupá,,15031010500
PA,Gurupá,Carrazedo,,15031011000
PA,Gurupá,Itatupã,,15031011500
PA,Igarapé-Açu,Igarapé-Açu,,15032000500
PA,Igarapé-Açu,Caripi,,15032001000
PA,Igarapé-Miri,Igarapé-Miri,,15033090500
PA,Igarapé-Miri,Maiauatá,,15033091000
PA,Inhangapi,Inhangapi,,15034080500
PA,Ipixuna do Pará,Ipixuna do Pará,,15034570500
PA,Irituia,Irituia,,15035070500
PA,Itaituba,Itaituba,,15036060500
PA,Itupiranga,Itupiranga,,15037050500
PA,Jacareacanga,Jacareacanga,,15037540500
PA,Jacareacanga,Porto Rico,,15037542000
PA,Jacundá,Jacundá,,15038040500
PA,Juruti,Juruti,,15039030500
PA,Limoeiro do Ajuru,Limoeiro do Ajuru,,15040000500
PA,Mãe do Rio,Mãe do Rio,,15040590500
PA,Magalhães Barata,Magalhães Barata,,15041090500
PA,Magalhães Barata,Cafezal,,15041091000
PA,Marabá,Marabá,,15042080500
PA,Maracanã,Maracanã,,15043070500
PA,Maracanã,Boa Esperança,,15043071500
PA,Maracanã,São Roberto,,15043074000
PA,Marapanim,Marapanim,,15044060500
PA,Marapanim,Marudá,,15044061000
PA,Marapanim,Matapiquara,,15044061500
PA,Marapanim,Monte Alegre do Maú,,15044062000
PA,Marapanim,Praia de Marudá,,15044062200
PA,Marituba,Marituba,,15044220500
PA,Medicilândia,Medicilândia,,15044550500
PA,Medicilândia,União da Floresta,,15044553500
PA,Melgaço,Melgaço,,15045050500
PA,Melgaço,Areias,,15045051000
PA,Mocajuba,Mocajuba,,15046040500
PA,Mocajuba,São Pedro de Viseu,,15046041500
PA,Moju,Moju,,15047030500
PA,Moju,Cairari,,15047031000
PA,Monte Alegre,Monte Alegre,,15048020500
PA,Muaná,Muaná,,15049010500
PA,Muaná,São Francisco da Jararaca,,15049011000
PA,Muaná,São Miguel do Pracuúba,,15049011500
PA,Nova Esperança do Piriá,Nova Esperança do Piriá,,15049500500
PA,Nova Ipixuna,Nova Ipixuna,,15049760500
PA,Nova Timboteua,Nova Timboteua,,15050070500
PA,Nova Timboteua,Timboteua,,15050071000
PA,Novo Progresso,Novo Progresso,,15050310500
PA,Novo Repartimento,Novo Repartimento,,15050640500
PA,Novo Repartimento,Belo Monte do Pará,,15050641000
PA,Novo Repartimento,Maracajá,,15050642000
PA,Novo Repartimento,Vitória da Conquista,,15050644000
PA,Óbidos,Óbidos,,15051060500
PA,Oeiras do Pará,Oeiras do Pará,,15052050500
PA,Oriximiná,Oriximiná,,15053040500
PA,Ourém,Ourém,,15054030500
PA,Ourilândia do Norte,Ourilândia do Norte,,15054370500
PA,Pacajá,Pacajá,,15054860500
PA,Palestina do Pará,Palestina do Pará,,15054940500
PA,Paragominas,Paragominas,,15055020500
PA,Parauapebas,Parauapebas,,15055360500
PA,Pau D'Arco,Pau D'Arco,,15055510500
PA,Peixe-Boi,Peixe-Boi,,15056010500
PA,Peixe-Boi,Tauarizinho,,15056011000
PA,Piçarra,Piçarra,,15056350500
PA,Placas,Placas,,15056500500
PA,Ponta de Pedras,Ponta de Pedras,,15057000500
PA,Portel,Portel,,15058090500
PA,Porto de Moz,Porto de Moz,,15059080500
PA,Porto de Moz,Veiros,,15059081000
PA,Porto de Moz,Vilarinho do Monte,,15059081500
PA,Prainha,Prainha,,15060050500
PA,Prainha,Pacoval,,15060051000
PA,Primavera,Primavera,,15061040500
PA,Quatipuru,Quatipuru,,15061120500
PA,Redenção,Redenção,,15061380500
PA,Rio Maria,Rio Maria,,15061610500
PA,Rondon do Pará,Rondon do Pará,,15061870500
PA,Rurópolis,Rurópolis,,15061950500
PA,Rurópolis,Divinópolis,,15061951500
PA,Salinópolis,Salinópolis,,15062030500
PA,Salvaterra,Salvaterra,,15063020500
PA,Salvaterra,Condeixa,,15063021000
PA,Salvaterra,Joanes,,15063021500
PA,Salvaterra,Jubim,,15063022000
PA,Salvaterra,Monsarás,,15063022500
PA,Santa Bárbara do Pará,Santa Bárbara do Pará,,15063510500
PA,Santa Cruz do Arari,Santa Cruz do Arari,,15064010500
PA,Santa Isabel do Pará,Santa Isabel do Pará,,15065000500
PA,Santa Isabel do Pará,Americano,,15065001000
PA,Santa Isabel do Pará,Caraparu,,15065001500
PA,Santa Luzia do Pará,Santa Luzia do Pará,,15065590500
PA,Santa Maria das Barreiras,Santa Maria das Barreiras,,15065830500
PA,Santa Maria das Barreiras,Casa de Tábua,,15065831000
PA,Santa Maria das Barreiras,Nova Esperança,,15065831500
PA,Santa Maria do Pará,Santa Maria do Pará,,15066090500
PA,Santana do Araguaia,Santana do Araguaia,,15067080500
PA,Santarém,Santarém,,15068070500
PA,Santarém,Alter do Chão,,15068071000
PA,Santarém,Boim,,15068072500
PA,Santarém,Curuai,,15068073000
PA,Santarém,Mujuí dos Campos,,15068073500
PA,Santarém Novo,Santarém Novo,,15069060500
PA,Santo Antônio do Tauá,Santo Antônio do Tauá,,15070030500
PA,Santo Antônio do Tauá,Espírito Santo do Tauá,,15070031000
PA,Santo Antônio do Tauá,São Raimundo de Borralhos,,15070031500
PA,São Caetano de Odivelas,São Caetano de Odivelas,,15071020500
PA,São Caetano de Odivelas,Perseverança,,15071021000
PA,São Domingos do Araguaia,São Domingos do Araguaia,,15071510500
PA,São Domingos do Capim,São Domingos do Capim,,15072010500
PA,São Félix do Xingu,São Félix do Xingu,,15073000500
PA,São Félix do Xingu,Taboca,,15073002500
PA,São Félix do Xingu,Vila Ladeira Vermelha,,15073003000
PA,São Félix do Xingu,Vila Lindoeste,,15073003500
PA,São Félix do Xingu,Vila Nereu,,15073004000
PA,São Francisco do Pará,São Francisco do Pará,,15074090500
PA,São Geraldo do Araguaia,São Geraldo do Araguaia,,15074580500
PA,São João da Ponta,São João da Ponta,,15074660500
PA,São João de Pirabas,São João de Pirabas,,15074740500
PA,São João de Pirabas,Japerica,,15074741000
PA,São João do Araguaia,São João do Araguaia,,15075080500
PA,São João do Araguaia,Apinagés,,15075081000
PA,São Miguel do Guamá,São Miguel do Guamá,,15076070500
PA,São Miguel do Guamá,Caju,,15076071000
PA,São Miguel do Guamá,Urucuri,,15076071500
PA,São Miguel do Guamá,Urucuriteua,,15076072000
PA,São Sebastião da Boa Vista,São Sebastião da Boa Vista,,15077060500
PA,Sapucaia,Sapucaia,,15077550500
PA,Senador José Porfírio,Senador José Porfírio,,15078050500
PA,Soure,Soure,,15079040500
PA,Tailândia,Tailândia,,15079530500
PA,Terra Alta,Terra Alta,,15079610500
PA,Terra Santa,Terra Santa,,15079790500
PA,Tomé-Açu,Tomé-Açu,,15080010500
PA,Tracuateua,Tracuateua,,15080350500
PA,Trairão,Trairão,,15080500500
PA,Tucumã,Tucumã,,15080840500
PA,Tucuruí,Tucuruí,,15081000500
PA,Ulianópolis,Ulianópolis,,15081260500
PA,Uruará,Uruará,,15081590500
PA,Uruará,Alvorada,,15081591000
PA,Vigia,Vigia,,15082090500
PA,Vigia,Porto Salvo,,15082091500
PA,Viseu,Viseu,,15083080500
PA,Viseu,Fernandes Belo,,15083081500
PA,Viseu,São José do Gurupi,,15083082000
PA,Viseu,São José do Piriá,,15083082500
PA,Vitória do Xingu,Vitória do Xingu,,15083570500
PA,Xinguara,Xinguara,,15084070500
AP,Serra do Navio,Serra do Navio,,16000550500
AP,Serra do Navio,Cachaço,,16000551000
AP,Amapá,Amapá,,16001050500
AP,Amapá,Sucuriju,,16001051500
AP,Pedra Branca do Amapari,Pedra Branca do Amapari,,16001540500
AP,Calçoene,Calçoene,,16002040500
AP,Calçoene,Cunani,,16002041000
AP,Calçoene,Lourenço,,16002041500
AP,Cutias,Cutias,,16002120500
AP,Ferreira Gomes,Ferreira Gomes,,16002380500
AP,Itaubal,Itaubal,,16002530500
AP,Laranjal do Jari,Laranjal do Jari,,16002790500
AP,Macapá,Macapá,,16003030500
AP,Macapá,Bailique,,16003031000
AP,Macapá,Carapanantuba,,16003031100
AP,Macapá,Fazendinha,,16003031200
AP,Macapá,São Joaquim do Pacuí,,16003032400
AP,Mazagão,Mazagão,,16004020500
AP,Mazagão,Carvão,,16004020800
AP,Mazagão,Mazagão Velho,,16004021500
AP,Oiapoque,Oiapoque,,16005010500
AP,Oiapoque,Clevelândia do Norte,,16005011000
AP,Oiapoque,Vila Velha,,16005011500
AP,Porto Grande,Porto Grande,,16005350500
AP,Pracuúba,Pracuúba,,16005500500
AP,Santana,Santana,,16006000500
AP,Santana,Anauerapucu,,16006000700
AP,Santana,Igarapé do Lago,,16006001000
AP,Santana,Ilha de Santana,,16006001500
AP,Santana,Piaçacá,,16006002000
AP,Santana,Pirativa,,16006002300
AP,Tartarugalzinho,Tartarugalzinho,,16007090500
AP,Vitória do Jari,Vitória do Jari,,16008080500
TO,Abreulândia,Abreulândia,,17002510500
TO,Aguiarnópolis,Aguiarnópolis,,17003010500
TO,Aliança do Tocantins,Aliança do Tocantins,,17003500500
TO,Almas,Almas,,17004000500
TO,Alvorada,Alvorada,,17007070500
TO,Ananás,Ananás,,17010020500
TO,Angico,Angico,,17010510500
TO,Aparecida do Rio Negro,Aparecida do Rio Negro,,17011010500
TO,Aragominas,Aragominas,,17013090500
TO,Araguacema,Araguacema,,17019030500
TO,Araguaçu,Araguaçu,,17020000500
TO,Araguaína,Araguaína,,17021090500
TO,Araguanã,Araguanã,,17021580500
TO,Araguatins,Araguatins,,17022080500
TO,Araguatins,Natal,,17022081000
TO,Arapoema,Arapoema,,17023070500
TO,Arraias,Arraias,,17024060500
TO,Arraias,Cana Brava,,17024061000
TO,Augustinópolis,Augustinópolis,,17025540500
TO,Aurora do Tocantins,Aurora do Tocantins,,17027030500
TO,Axixá do Tocantins,Axixá do Tocantins,,17029010500
TO,Babaçulândia,Babaçulândia,,17030080500
TO,Bandeirantes do Tocantins,Bandeirantes do Tocantins,,17030570500
TO,Barra do Ouro,Barra do Ouro,,17030730500
TO,Barrolândia,Barrolândia,,17031070500
TO,Bernardo Sayão,Bernardo Sayão,,17032060500
TO,Bom Jesus do Tocantins,Bom Jesus do Tocantins,,17033050500
TO,Brasilândia do Tocantins,Brasilândia do Tocantins,,17036020500
TO,Brejinho de Nazaré,Brejinho de Nazaré,,17037010500
TO,Buriti do Tocantins,Buriti do Tocantins,,17038000500
TO,Cachoeirinha,Cachoeirinha,,17038260500
TO,Campos Lindos,Campos Lindos,,17038420500
TO,Cariri do Tocantins,Cariri do Tocantins,,17038670500
TO,Carmolândia,Carmolândia,,17038830500
TO,Carrasco Bonito,Carrasco Bonito,,17038910500
TO,Caseara,Caseara,,17039090500
TO,Centenário,Centenário,,17041050500
TO,Chapada de Areia,Chapada de Areia,,17046000500
TO,Chapada da Natividade,Chapada da Natividade,,17051020500
TO,Colinas do Tocantins,Colinas do Tocantins,,17055080500
TO,Combinado,Combinado,,17055570500
TO,Conceição do Tocantins,Conceição do Tocantins,,17056070500
TO,Couto Magalhães,Couto Magalhães,,17060010500
TO,Cristalândia,Cristalândia,,17061000500
TO,Crixás do Tocantins,Crixás do Tocantins,,17062580500
TO,Darcinópolis,Darcinópolis,,17065060500
TO,Dianópolis,Dianópolis,,17070090500
TO,Divinópolis do Tocantins,Divinópolis do Tocantins,,17071080500
TO,Dois Irmãos do Tocantins,Dois Irmãos do Tocantins,,17072070500
TO,Dueré,Dueré,,17073060500
TO,Esperantina,Esperantina,,17074050500
