UF,Município,Nome Município,Distrito,Nome Distrito,Subdistrito,Nome Subdistrito,Arquivo
MG,3170107,Uberaba,05,Uberaba,32,2000,31701070532
MG,3170107,Uberaba,05,Uberaba,33,São Geraldo,31701070533
MG,3170107,Uberaba,05,Uberaba,34,Recreio dos Bandeirantes,31701070534
MG,3170107,Uberaba,05,Uberaba,35,Maracanã,31701070535
MG,3170107,Uberaba,05,Uberaba,36,Vila Real,31701070536
MG,3170206,Uberlândia,05,Uberlândia,00,,31702060500
MG,3170206,Uberlândia,10,Cruzeiro dos Peixotos,00,,31702061000
MG,3170206,Uberlândia,15,Martinésia,00,,31702061500
MG,3170206,Uberlândia,20,Miraporanga,00,,31702062000
MG,3170206,Uberlândia,25,Tapuirama,00,,31702062500
MG,3170305,Umburatiba,05,Umburatiba,00,,31703050500
MG,3170404,Unaí,05,Unaí,00,,31704040500
MG,3170404,Unaí,15,Garapuava,00,,31704041500
MG,3170404,Unaí,17,Pedras de Marilândia,00,,31704041700
MG,3170404,Unaí,18,Palmeirinha,00,,31704041800
MG,3170404,Unaí,19,Ruralminas,00,,31704041900
MG,3170404,Unaí,20,Santo Antônio do Boqueirão,00,,31704042000
MG,3170438,União de Minas,05,União de Minas,00,,31704380500
MG,3170479,Uruana de Minas,05,Uruana de Minas,00,,31704790500
MG,3170503,Urucânia,05,Urucânia,00,,31705030500
MG,3170503,Urucânia,10,Bom Jesus de Cardosos,00,,31705031000
MG,3170529,Urucuia,05,Urucuia,00,,31705290500
MG,3170578,Vargem Alegre,05,Vargem Alegre,00,,31705780500
MG,3170602,Vargem Bonita,05,Vargem Bonita,00,,31706020500
MG,3170651,Vargem Grande do Rio Pardo,05,Vargem Grande do Rio Pardo,00,,31706510500
MG,3170701,Varginha,05,Varginha,00,,31707010500
MG,3170750,Varjão de Minas,05,Varjão de Minas,00,,31707500500
MG,3170800,Várzea da Palma,05,Várzea da Palma,00,,31708000500
MG,3170800,Várzea da Palma,10,Guaicuí,00,,31708001000
MG,3170909,Varzelândia,05,Varzelândia,00,,31709090500
MG,3170909,Varzelândia,12,Brejo do Mutambal,00,,31709091200
MG,3170909,Varzelândia,15,Campo Redondo,00,,31709091500
MG,3171006,Vazante,05,Vazante,00,,31710060500
MG,3171006,Vazante,10,Claro de Minas,00,,31710061000
MG,3171030,Verdelândia,05,Verdelândia,00,,31710300500
MG,3171071,Veredinha,05,Veredinha,00,,31710710500
MG,3171071,Veredinha,15,Mendonça,00,,31710711500
MG,3171105,Veríssimo,05,Veríssimo,00,,31711050500
MG,3171154,Vermelho Novo,05,Vermelho Novo,00,,31711540500
MG,3171204,Vespasiano,05,Vespasiano,00,,31712040500
MG,3171303,Viçosa,05,Viçosa,00,,31713030500
MG,3171303,Viçosa,10,Silvestre,00,,31713031000
MG,3171303,Viçosa,15,Cachoeira de Santa Cruz,00,,31713031500
MG,3171303,Viçosa,25,São José do Triunfo,00,,31713032500
MG,3171402,Vieiras,05,Vieiras,00,,31714020500
MG,3171402,Vieiras,10,Santo Antônio do Glória,00,,31714021000
MG,3171501,Mathias Lobato,05,Mathias Lobato,00,,31715010500
MG,3171600,Virgem da Lapa,05,Virgem da Lapa,00,,31716000500
MG,3171600,Virgem da Lapa,20,São João do Vacaria,00,,31716002000
MG,3171709,Virgínia,05,Virgínia,00,,31717090500
MG,3171808,Virginópolis,05,Virginópolis,00,,31718080500
MG,3171907,Virgolândia,05,Virgolândia,00,,31719070500
MG,3171907,Virgolândia,10,Divino de Virgolândia,00,,31719071000
MG,3172004,Visconde do Rio Branco,05,Visconde do Rio Branco,00,,31720040500
MG,3172103,Volta Grande,05,Volta Grande,00,,31721030500
MG,3172103,Volta Grande,10,Trimonte,00,,31721031000
MG,3172202,Wenceslau Braz,05,Wenceslau Braz,00,,31722020500
MG,3172202,Wenceslau Braz,10,Itererê,00,,31722021000
ES,3200102,Afonso Cláudio,05,Afonso Cláudio,00,,32001020500
ES,3200102,Afonso Cláudio,13,Fazenda Guandu,00,,32001021300
ES,3200102,Afonso Cláudio,15,Ibicaba,00,,32001021500
ES,3200102,Afonso Cláudio,28,Mata Fria,00,,32001022800
ES,3200102,Afonso Cláudio,30,Piracema,00,,32001023000
ES,3200102,Afonso Cláudio,35,Pontões,00,,32001023500
ES,3200102,Afonso Cláudio,37,São Francisco Xavier do Guandu,00,,32001023700
ES,3200102,Afonso Cláudio,39,São Luís de Boa Sorte,00,,32001023900
ES,3200102,Afonso Cláudio,40,Serra Pelada,00,,32001024000
ES,3200136,Águia Branca,05,Águia Branca,00,,32001360500
ES,3200136,Águia Branca,10,Águas Claras,00,,32001361000
ES,3200169,Água Doce do Norte,05,Água Doce do Norte,00,,32001690500
ES,3200169,Água Doce do Norte,10,Governador Lacerda de Aguiar,00,,32001691000
ES,3200169,Água Doce do Norte,15,Santa Luzia do Azul,00,,32001691500
ES,3200169,Água Doce do Norte,20,Santo Agostinho,00,,32001692000
ES,3200169,Água Doce do Norte,30,Vila Nelita,00,,32001693000
ES,3200201,Alegre,05,Alegre,00,,32002010500
ES,3200201,Alegre,10,Anutiba,00,,32002011000
ES,3200201,Alegre,15,Araraí,00,,32002011500
ES,3200201,Alegre,20,Café,00,,32002012000
ES,3200201,Alegre,25,Celina,00,,32002012500
ES,3200201,Alegre,35,Rive,00,,32002013500
ES,3200201,Alegre,40,Santa Angélica,00,,32002014000
ES,3200201,Alegre,45,São João do Norte,00,,32002014500
ES,3200300,Alfredo Chaves,05,Alfredo Chaves,00,,32003000500
ES,3200300,Alfredo Chaves,10,Crubixá,00,,32003001000
ES,3200300,Alfredo Chaves,15,Ibitiruí,00,,32003001500
ES,3200300,Alfredo Chaves,20,Matilde,00,,32003002000
ES,3200300,Alfredo Chaves,25,Ribeirão do Cristo,00,,32003002500
ES,3200300,Alfredo Chaves,30,Sagrada Família,00,,32003003000
ES,3200300,Alfredo Chaves,35,Urânia,00,,32003003500
ES,3200359,Alto Rio Novo,05,Alto Rio Novo,00,,32003590500
ES,3200359,Alto Rio Novo,15,Monte Carmelo do Rio Novo,00,,32003591500
ES,3200359,Alto Rio Novo,20,Palmerino,00,,32003592000
ES,3200409,Anchieta,05,Anchieta,00,,32004090500
ES,3200409,Anchieta,10,Alto Pongal,00,,32004091000
ES,3200409,Anchieta,15,Jabaquara,00,,32004091500
ES,3200508,Apiacá,05,Apiacá,00,,32005080500
ES,3200508,Apiacá,07,Bonsucesso,00,,32005080700
ES,3200508,Apiacá,10,José Carlos,00,,32005081000
ES,3200607,Aracruz,05,Aracruz,00,,32006070500
ES,3200607,Aracruz,10,Guaraná,00,,32006071000
ES,3200607,Aracruz,12,Jacupemba,00,,32006071200
ES,3200607,Aracruz,15,Riacho,00,,32006071500
ES,3200607,Aracruz,20,Santa Cruz,00,,32006072000
ES,3200706,Atilio Vivacqua,05,Atilio Vivacqua,00,,32007060500
ES,3200805,Baixo Guandu,05,Baixo Guandu,00,,32008050500
ES,3200805,Baixo Guandu,10,Alto Mutum Preto,00,,32008051000
ES,3200805,Baixo Guandu,15,Ibituba,00,,32008051500
ES,3200805,Baixo Guandu,20,Quilômetro 14 do Mutum,00,,32008052000
ES,3200805,Baixo Guandu,25,Vila Nova de Bananal,00,,32008052500
ES,3200904,Barra de São Francisco,05,Barra de São Francisco,00,,32009040500
ES,3200904,Barra de São Francisco,15,Cachoeirinha de Itaúna,00,,32009041500
ES,3200904,Barra de São Francisco,25,Itaperuna,00,,32009042500
ES,3200904,Barra de São Francisco,27,Monte Senir,00,,32009042700
ES,3200904,Barra de São Francisco,30,Monte Sinai,00,,32009043000
ES,3200904,Barra de São Francisco,35,Paulista,00,,32009043500
ES,3200904,Barra de São Francisco,40,Poranga,00,,32009044000
ES,3200904,Barra de São Francisco,50,Santo Antônio,00,,32009045000
ES,3200904,Barra de São Francisco,56,Vargem Alegre,00,,32009045600
ES,3201001,Boa Esperança,05,Boa Esperança,00,,32010010500
ES,3201001,Boa Esperança,40,Santo Antônio do Pousalegre,00,,32010014000
ES,3201001,Boa Esperança,45,São José do Sobradinho,00,,32010014500
ES,3201100,Bom Jesus do Norte,05,Bom Jesus do Norte,00,,32011000500
ES,3201159,Brejetuba,05,Brejetuba,00,,32011590500
ES,3201159,Brejetuba,18,Santa Rita de Brejetuba,00,,32011591800
ES,3201159,Brejetuba,20,São Jorge de Oliveira,00,,32011592000
ES,3201209,Cachoeiro de Itapemirim,05,Cachoeiro de Itapemirim,00,,32012090500
ES,3201209,Cachoeiro de Itapemirim,10,Burarama,00,,32012091000
ES,3201209,Cachoeiro de Itapemirim,15,Conduru,00,,32012091500
ES,3201209,Cachoeiro de Itapemirim,16,Córrego dos Monos,00,,32012091600
ES,3201209,Cachoeiro de Itapemirim,17,Coutinho,00,,32012091700
ES,3201209,Cachoeiro de Itapemirim,18,Gironda,00,,32012091800
ES,3201209,Cachoeiro de Itapemirim,19,Gruta,00,,32012091900
ES,3201209,Cachoeiro de Itapemirim,20,Itaoca,00,,32012092000
ES,3201209,Cachoeiro de Itapemirim,30,Pacotuba,00,,32012093000
ES,3201209,Cachoeiro de Itapemirim,36,São Vicente,00,,32012093600
ES,3201209,Cachoeiro de Itapemirim,40,Vargem Grande do Soturno,00,,32012094000
ES,3201308,Cariacica,05,Cariacica,00,,32013080500
ES,3201308,Cariacica,10,Itaquari,00,,32013081000
ES,3201407,Castelo,05,Castelo,00,,32014070500
ES,3201407,Castelo,15,Estrela do Norte,00,,32014071500
ES,3201407,Castelo,23,Limoeiro,00,,32014072300
ES,3201407,Castelo,25,Monte Pio,00,,32014072500
ES,3201407,Castelo,30,Patrimônio do Ouro,00,,32014073000
ES,3201506,Colatina,05,Colatina,00,,32015060500
ES,3201506,Colatina,10,Ângelo Frechiani,00,,32015061000
ES,3201506,Colatina,15,Baunilha,00,,32015061500
ES,3201506,Colatina,20,Boapaba,00,,32015062000
ES,3201506,Colatina,30,Graça Aranha,00,,32015063000
ES,3201506,Colatina,35,Itapina,00,,32015063500
ES,3201605,Conceição da Barra,05,Conceição da Barra,00,,32016050500
ES,3201605,Conceição da Barra,07,Braço do Rio,00,,32016050700
ES,3201605,Conceição da Barra,10,Itaúnas,00,,32016051000
ES,3201704,Conceição do Castelo,05,Conceição do Castelo,00,,32017040500
ES,3201803,Divino de São Lourenço,05,Divino de São Lourenço,00,,32018030500
ES,3201902,Domingos Martins,05,Domingos Martins,00,,32019020500
ES,3201902,Domingos Martins,10,Aracê,00,,32019021000
ES,3201902,Domingos Martins,13,Biriricas,00,,32019021300
ES,3201902,Domingos Martins,20,Isabel,00,,32019022000
ES,3201902,Domingos Martins,30,Melgaço,00,,32019023000
ES,3201902,Domingos Martins,35,Paraju,00,,32019023500
ES,3202009,Dores do Rio Preto,05,Dores do Rio Preto,00,,32020090500
ES,3202009,Dores do Rio Preto,10,Mundo Novo,00,,32020091000
ES,3202009,Dores do Rio Preto,15,São Raimundo da Pedra Menina,00,,32020091500
ES,3202108,Ecoporanga,05,Ecoporanga,00,,32021080500
ES,3202108,Ecoporanga,10,Cotaxé,00,,32021081000
ES,3202108,Ecoporanga,15,Imburana,00,,32021081500
ES,3202108,Ecoporanga,20,Joaçuba,00,,32021082000
ES,3202108,Ecoporanga,22,Muritiba,00,,32021082200
ES,3202108,Ecoporanga,23,Prata dos Baianos,00,,32021082300
ES,3202108,Ecoporanga,30,Santa Luzia do Norte,00,,32021083000
ES,3202108,Ecoporanga,40,Santa Terezinha,00,,32021084000
ES,3202207,Fundão,05,Fundão,00,,32022070500
ES,3202207,Fundão,10,Irundi,00,,32022071000
ES,3202207,Fundão,13,Praia Grande,00,,32022071300
ES,3202207,Fundão,15,Timbuí,00,,32022071500
ES,3202256,Governador Lindenberg,05,Governador Lindenberg,00,,32022560500
ES,3202256,Governador Lindenberg,10,Moacir Ávidos,00,,32022561000
ES,3202256,Governador Lindenberg,13,Morello,00,,32022561300
ES,3202256,Governador Lindenberg,15,Novo Brasil,00,,32022561500
ES,3202306,Guaçuí,05,Guaçuí,00,,32023060500
ES,3202306,Guaçuí,08,São Miguel do Caparaó,00,,32023060800
ES,3202306,Guaçuí,10,São Pedro de Rates,00,,32023061000
ES,3202306,Guaçuí,15,São Tiago,00,,32023061500
ES,3202405,Guarapari,05,Guarapari,00,,32024050500
ES,3202405,Guarapari,10,Rio Calçado,00,,32024051000
ES,3202405,Guarapari,15,Todos os Santos,00,,32024051500
ES,3202454,Ibatiba,05,Ibatiba,00,,32024540500
ES,3202504,Ibiraçu,05,Ibiraçu,00,,32025040500
ES,3202504,Ibiraçu,20,Pendanga,00,,32025042000
ES,3202553,Ibitirama,05,Ibitirama,00,,32025530500
ES,3202553,Ibitirama,10,Santa Marta,00,,32025531000
ES,3202603,Iconha,05,Iconha,00,,32026030500
ES,3202603,Iconha,10,Duas Barras,00,,32026031000
ES,3202652,Irupi,05,Irupi,00,,32026520500
ES,3202652,Irupi,20,Santa Cruz de Irupi,00,,32026522000
ES,3202702,Itaguaçu,05,Itaguaçu,00,,32027020500
ES,3202702,Itaguaçu,10,Itaçu,00,,32027021000
ES,3202702,Itaguaçu,15,Itaimbé,00,,32027021500
ES,3202702,Itaguaçu,25,Palmeira,00,,32027022500
ES,3202801,Itapemirim,05,Itapemirim,00,,32028010500
ES,3202801,Itapemirim,09,Itaipava,00,,32028010900
ES,3202801,Itapemirim,10,Itapecoá,00,,32028011000
ES,3202801,Itapemirim,14,Piabanha do Norte,00,,32028011400
ES,3202801,Itapemirim,15,Rio Muqui,00,,32028011500
ES,3202900,Itarana,05,Itarana,00,,32029000500
ES,3203007,Iúna,05,Iúna,00,,32030070500
ES,3203007,Iúna,20,Pequiá,00,,32030072000
ES,3203007,Iúna,23,Nossa Senhora das Graças,00,,32030072300
ES,3203007,Iúna,25,Santíssima Trindade,00,,32030072500
ES,3203007,Iúna,30,São João do Príncipe,00,,32030073000
ES,3203056,Jaguaré,05,Jaguaré,00,,32030560500
ES,3203056,Jaguaré,10,Barra Seca,00,,32030561000
ES,3203056,Jaguaré,20,Nossa Senhora de Fátima,00,,32030562000
ES,3203106,Jerônimo Monteiro,05,Jerônimo Monteiro,00,,32031060500
ES,3203130,João Neiva,05,João Neiva,00,,32031300500
ES,3203130,João Neiva,10,Acioli,00,,32031301000
ES,3203163,Laranja da Terra,05,Laranja da Terra,00,,32031630500
ES,3203163,Laranja da Terra,15,Joatuba,00,,32031631500
ES,3203163,Laranja da Terra,20,São Luiz de Miranda,00,,32031632000
ES,3203163,Laranja da Terra,25,Sobreiro,00,,32031632500
ES,3203163,Laranja da Terra,30,Vila de Laranja da Terra,00,,32031633000
ES,3203205,Linhares,05,Linhares,00,,32032050500
ES,3203205,Linhares,07,Bebedouro,00,,32032050700
ES,3203205,Linhares,10,Desengano,00,,32032051000
ES,3203205,Linhares,12,Farias,00,,32032051200
ES,3203205,Linhares,13,Pontal do Ipiranga,00,,32032051300
ES,3203205,Linhares,14,Povoação,00,,32032051400
ES,3203205,Linhares,15,Regência,00,,32032051500
ES,3203205,Linhares,23,Rio Quartel,00,,32032052300
ES,3203205,Linhares,25,São Rafael,00,,32032052500
ES,3203304,Mantenópolis,05,Mantenópolis,00,,32033040500
ES,3203304,Mantenópolis,10,Santa Luzia de Mantenópolis,00,,32033041000
ES,3203304,Mantenópolis,15,São Geraldo,00,,32033041500
ES,3203304,Mantenópolis,25,São José de Mantenópolis,00,,32033042500
ES,3203320,Marataízes,05,Marataízes,00,,32033200500
ES,3203320,Marataízes,10,Barra do Itapemirim,00,,32033201000
ES,3203346,Marechal Floriano,05,Marechal Floriano,00,,32033460500
ES,3203346,Marechal Floriano,10,Araguaia,00,,32033461000
ES,3203346,Marechal Floriano,25,Santa Maria de Marechal,00,,32033462500
ES,3203353,Marilândia,05,Marilândia,00,,32033530500
ES,3203353,Marilândia,10,Sapucaia,00,,32033531000
ES,3203403,Mimoso do Sul,05,Mimoso do Sul,00,,32034030500
ES,3203403,Mimoso do Sul,10,Conceição do Muqui,00,,32034031000
ES,3203403,Mimoso do Sul,15,Dona América,00,,32034031500
ES,3203403,Mimoso do Sul,20,Ponte de Itabapoana,00,,32034032000
ES,3203403,Mimoso do Sul,25,Santo Antônio do Muqui,00,,32034032500
ES,3203403,Mimoso do Sul,30,São José das Torres,00,,32034033000
ES,3203403,Mimoso do Sul,35,São Pedro de Itabapoana,00,,32034033500
ES,3203502,Montanha,05,Montanha,00,,32035020500
ES,3203502,Montanha,10,Vinhático,00,,32035021000
ES,3203601,Mucurici,05,Mucurici,00,,32036010500
ES,3203601,Mucurici,10,Itabaiana,00,,32036011000
ES,3203700,Muniz Freire,05,Muniz Freire,00,,32037000500
ES,3203700,Muniz Freire,08,Alto Norte,00,,32037000800
ES,3203700,Muniz Freire,10,Itaici,00,,32037001000
ES,3203700,Muniz Freire,15,Menino Jesus,00,,32037001500
ES,3203700,Muniz Freire,20,Piaçu,00,,32037002000
ES,3203700,Muniz Freire,23,São Pedro,00,,32037002300
ES,3203700,Muniz Freire,25,Vieira Machado,00,,32037002500
ES,3203809,Muqui,05,Muqui,00,,32038090500
ES,3203809,Muqui,10,Camará,00,,32038091000
ES,3203908,Nova Venécia,05,Nova Venécia,00,,32039080500
ES,3203908,Nova Venécia,15,Guararema,00,,32039081500
ES,3203908,Nova Venécia,30,Santo Antônio do Quinze,00,,32039083000
ES,3204005,Pancas,05,Pancas,00,,32040050500
ES,3204005,Pancas,15,Lajinha,00,,32040051500
ES,3204005,Pancas,25,Vila Verde,00,,32040052500
ES,3204054,Pedro Canário,05,Pedro Canário,00,,32040540500
ES,3204054,Pedro Canário,15,Cristal do Norte,00,,32040541500
ES,3204104,Pinheiros,05,Pinheiros,00,,32041040500
ES,3204104,Pinheiros,10,São João do Sobrado,00,,32041041000
ES,3204203,Piúma,05,Piúma,00,,32042030500
ES,3204203,Piúma,10,Aghá,00,,32042031000
ES,3204252,Ponto Belo,05,Ponto Belo,00,,32042520500
ES,3204252,Ponto Belo,15,Itamira,00,,32042521500
ES,3204302,Presidente Kennedy,05,Presidente Kennedy,00,,32043020500
ES,3204351,Rio Bananal,05,Rio Bananal,00,,32043510500
ES,3204351,Rio Bananal,45,São Jorge de Tiradentes,00,,32043514500
ES,3204401,Rio Novo do Sul,05,Rio Novo do Sul,00,,32044010500
ES,3204401,Rio Novo do Sul,10,Princesa,00,,32044011000
ES,3204500,Santa Leopoldina,05,Santa Leopoldina,00,,32045000500
ES,3204500,Santa Leopoldina,10,Djalma Coutinho,00,,32045001000
ES,3204500,Santa Leopoldina,25,Mangaraí,00,,32045002500
ES,3204559,Santa Maria de Jetibá,05,Santa Maria de Jetibá,00,,32045590500
ES,3204559,Santa Maria de Jetibá,15,Garrafão,00,,32045591500
ES,3204609,Santa Teresa,05,Santa Teresa,00,,32046090500
ES,3204609,Santa Teresa,07,Alto Caldeirão,00,,32046090700
ES,3204609,Santa Teresa,10,Alto Santa Maria,00,,32046091000
ES,3204609,Santa Teresa,17,Santo Antônio do Canaã,00,,32046091700
ES,3204609,Santa Teresa,20,São João de Petrópolis,00,,32046092000
ES,3204609,Santa Teresa,25,Vinte e Cinco de Julho,00,,32046092500
ES,3204658,São Domingos do Norte,05,São Domingos do Norte,00,,32046580500
ES,3204708,São Gabriel da Palha,05,São Gabriel da Palha,00,,32047080500
ES,3204708,São Gabriel da Palha,15,Fartura,00,,32047081500
ES,3204807,São José do Calçado,05,São José do Calçado,00,,32048070500
ES,3204807,São José do Calçado,10,Airituba,00,,32048071000
ES,3204807,São José do Calçado,15,Alto Calçado,00,,32048071500
ES,3204807,São José do Calçado,20,Divino Espírito Santo,00,,32048072000
ES,3204906,São Mateus,05,São Mateus,00,,32049060500
ES,3204906,São Mateus,10,Barra Nova,00,,32049061000
ES,3204906,São Mateus,20,Itauninhas,00,,32049062000
ES,3204906,São Mateus,30,Nestor Gomes,00,,32049063000
ES,3204906,São Mateus,35,Nova Verona,00,,32049063500
ES,3204955,São Roque do Canaã,05,São Roque do Canaã,00,,32049550500
ES,3204955,São Roque do Canaã,20,Santa Júlia,00,,32049552000
ES,3204955,São Roque do Canaã,25,São Jacinto,00,,32049552500
ES,3205002,Serra,05,Serra,11,Região do Civit,32050020511
ES,3205002,Serra,05,Serra,12,Região de Serra Sede,32050020512
ES,3205002,Serra,10,Calogi,12,Região de Serra Sede,32050021012
ES,3205002,Serra,15,Carapina,07,Região de Jacaraípe e Manguinhos,32050021507
ES,3205002,Serra,15,Carapina,08,Região de Carapina,32050021508
ES,3205002,Serra,15,Carapina,09,Região de Anchieta,32050021509
ES,3205002,Serra,15,Carapina,10,Região de Laranjeiras,32050021510
ES,3205002,Serra,15,Carapina,11,Região do Civit,32050021511
ES,3205002,Serra,20,Nova Almeida,06,Região de Nova Almeida,32050022006
ES,3205002,Serra,20,Nova Almeida,07,Região de Jacaraípe e Manguinhos,32050022007
ES,3205002,Serra,25,Queimado,00,,32050022500
ES,3205010,Sooretama,05,Sooretama,00,,32050100500
ES,3205036,Vargem Alta,05,Vargem Alta,00,,32050360500
ES,3205036,Vargem Alta,10,Alto Castelinho,00,,32050361000
ES,3205036,Vargem Alta,15,Jaciguá,00,,32050361500
ES,3205036,Vargem Alta,20,Prosperidade,00,,32050362000
ES,3205036,Vargem Alta,25,São José de Fruteiras,00,,32050362500
ES,3205069,Venda Nova do Imigrante,05,Venda Nova do Imigrante,00,,32050690500
ES,3205069,Venda Nova do Imigrante,10,Alto Caxixe,00,,32050691000
ES,3205069,Venda Nova do Imigrante,20,São João de Viçosa,00,,32050692000
ES,3205101,Viana,05,Viana,00,,32051010500
ES,3205101,Viana,10,Araçatiba,00,,32051011000
ES,3205150,Vila Pavão,05,Vila Pavão,00,,32051500500
ES,3205176,Vila Valério,05,Vila Valério,00,,32051760500
ES,3205176,Vila Valério,15,Jurama,00,,32051761500
ES,3205176,Vila Valério,30,São Jorge da Barra Seca,00,,32051763000
ES,3205200,Vila Velha,05,Vila Velha,06,Centro,32052000506
ES,3205200,Vila Velha,05,Vila Velha,07,Grande Aribiri,32052000507
ES,3205200,Vila Velha,05,Vila Velha,09,Grande Ibes,32052000509
ES,3205200,Vila Velha,10,Argolas,07,Grande Aribiri,32052001007
ES,3205200,Vila Velha,10,Argolas,08,Grande Cobilândia,32052001008
ES,3205200,Vila Velha,15,Ibes,07,Grande Aribiri,32052001507
ES,3205200,Vila Velha,15,Ibes,08,Grande Cobilândia,32052001508
ES,3205200,Vila Velha,15,Ibes,09,Grande Ibes,32052001509
ES,3205200,Vila Velha,20,Jucu,10,Grande Jucu,32052002010
ES,3205200,Vila Velha,25,São Torquato,07,Grande Aribiri,32052002507
ES,3205200,Vila Velha,25,São Torquato,08,Grande Cobilândia,32052002508
ES,3205309,Vitória,05,Vitória,06,Região Administrativa I - Centro,32053090506
ES,3205309,Vitória,05,Vitória,07,Região Administrativa II - Santo Antônio,32053090507
ES,3205309,Vitória,05,Vitória,08,Região Administrativa III - Bento Ferreira/Jucutuquara,32053090508
ES,3205309,Vitória,05,Vitória,09,Região Administrativa IV - Maruípe,32053090509
ES,3205309,Vitória,05,Vitória,10,Região Administrativa V - Praia do Canto,32053090510
ES,3205309,Vitória,05,Vitória,12,Região Administrativa VII - São Pedro,32053090512
ES,3205309,Vitória,10,Goiabeiras,11,Região Administrativa VI - Continente,32053091011
RJ,3300100,Angra dos Reis,05,Angra dos Reis,00,,33001000500
RJ,3300100,Angra dos Reis,10,Abraão,00,,33001001000
RJ,3300100,Angra dos Reis,15,Cunhambebe,00,,33001001500
RJ,3300100,Angra dos Reis,25,Mambucaba,00,,33001002500
RJ,3300159,Aperibé,05,Aperibé,00,,33001590500
RJ,3300209,Araruama,05,Araruama,00,,33002090500
RJ,3300209,Araruama,08,Iguabinha,00,,33002090800
RJ,3300209,Araruama,10,Morro Grande,00,,33002091000
RJ,3300209,Araruama,12,Praia Seca,00,,33002091200
RJ,3300209,Araruama,15,São Vicente de Paula,00,,33002091500
RJ,3300225,Areal,05,Areal,00,,33002250500
RJ,3300233,Armação dos Búzios,05,Armação dos Búzios,00,,33002330500
RJ,3300258,Arraial do Cabo,05,Arraial do Cabo,00,,33002580500
RJ,3300308,Barra do Piraí,05,Barra do Piraí,00,,33003080500
RJ,3300308,Barra do Piraí,07,Califórnia da Barra,00,,33003080700
RJ,3300308,Barra do Piraí,10,Dorândia,00,,33003081000
RJ,3300308,Barra do Piraí,15,Ipiabas,00,,33003081500
RJ,3300308,Barra do Piraí,20,São José do Turvo,00,,33003082000
RJ,3300308,Barra do Piraí,25,Vargem Alegre,00,,33003082500
RJ,3300407,Barra Mansa,05,Barra Mansa,01,Região Administrativa I,33004070501
RJ,3300407,Barra Mansa,05,Barra Mansa,02,Região Administrativa II,33004070502
RJ,3300407,Barra Mansa,05,Barra Mansa,03,Região Administrativa III,33004070503
RJ,3300407,Barra Mansa,05,Barra Mansa,04,Região Administrativa IV,33004070504
RJ,3300407,Barra Mansa,05,Barra Mansa,05,Região Administrativa V,33004070505
RJ,3300407,Barra Mansa,05,Barra Mansa,06,Região Administrativa VI,33004070506
RJ,3300407,Barra Mansa,05,Barra Mansa,07,Região Administrativa VII,33004070507
RJ,3300407,Barra Mansa,05,Barra Mansa,08,Região Administrativa VIII,33004070508
RJ,3300407,Barra Mansa,05,Barra Mansa,09,Região Administrativa IX,33004070509
RJ,3300407,Barra Mansa,05,Barra Mansa,10,Região Administrativa X,33004070510
RJ,3300407,Barra Mansa,05,Barra Mansa,11,Região Administrativa XI,33004070511
RJ,3300407,Barra Mansa,05,Barra Mansa,12,Região Administrativa XII,33004070512
RJ,3300407,Barra Mansa,05,Barra Mansa,13,Região Administrativa XIII,33004070513
RJ,3300407,Barra Mansa,05,Barra Mansa,14,Região Administrativa XIV,33004070514
RJ,3300407,Barra Mansa,09,Antônio Rocha,00,,33004070900
RJ,3300407,Barra Mansa,15,Floriano,00,,33004071500
RJ,3300407,Barra Mansa,20,Nossa Senhora do Amparo,00,,33004072000
RJ,3300407,Barra Mansa,30,Rialto,00,,33004073000
RJ,3300407,Barra Mansa,40,Santa Rita de Cássia,00,,33004074000
RJ,3300456,Belford Roxo,05,Belford Roxo,01,Areia Branca,33004560501
RJ,3300456,Belford Roxo,05,Belford Roxo,02,Nova Aurora,33004560502
RJ,3300456,Belford Roxo,05,Belford Roxo,03,Jardim Redentor,33004560503
RJ,3300456,Belford Roxo,05,Belford Roxo,04,Parque São José,33004560504
RJ,3300456,Belford Roxo,05,Belford Roxo,05,Lote XV,33004560505
RJ,3300506,Bom Jardim,05,Bom Jardim,00,,33005060500
RJ,3300506,Bom Jardim,10,Banquete,00,,33005061000
RJ,3300506,Bom Jardim,15,Barra Alegre,00,,33005061500
RJ,3300506,Bom Jardim,20,São José do Ribeirão,00,,33005062000
RJ,3300605,Bom Jesus do Itabapoana,05,Bom Jesus do Itabapoana,00,,33006050500
RJ,3300605,Bom Jesus do Itabapoana,10,Calheiros,00,,33006051000
RJ,3300605,Bom Jesus do Itabapoana,15,Carabuçu,00,,33006051500
RJ,3300605,Bom Jesus do Itabapoana,20,Pirapetinga de Bom Jesus,00,,33006052000
RJ,3300605,Bom Jesus do Itabapoana,25,Rosal,00,,33006052500
RJ,3300605,Bom Jesus do Itabapoana,30,Serrinha,00,,33006053000
RJ,3300704,Cabo Frio,05,Cabo Frio,00,,33007040500
RJ,3300704,Cabo Frio,20,Tamoios,00,,33007042000
RJ,3300803,Cachoeiras de Macacu,05,Cachoeiras de Macacu,00,,33008030500
RJ,3300803,Cachoeiras de Macacu,10,Japuíba,00,,33008031000
RJ,3300803,Cachoeiras de Macacu,15,Subaio,00,,33008031500
RJ,3300902,Cambuci,05,Cambuci,00,,33009020500
RJ,3300902,Cambuci,07,Cruzeiro,00,,33009020700
