UF,Município,Nome Município,Distrito,Nome Distrito,Subdistrito,Nome Subdistrito,Arquivo
RO,1100015,Alta Floresta D'Oeste,05,Alta Floresta D'Oeste,00,,11000150500
RO,1100015,Alta Floresta D'Oeste,15,Filadélfia d'Oeste,00,,11000151500
RO,1100015,Alta Floresta D'Oeste,20,Izidolândia,00,,11000152000
RO,1100015,Alta Floresta D'Oeste,25,Nova Gease d'Oeste,00,,11000152500
RO,1100015,Alta Floresta D'Oeste,30,Rolim de Moura do Guaporé,00,,11000153000
RO,1100015,Alta Floresta D'Oeste,35,Santo Antônio d'Oeste,00,,11000153500
RO,1100023,Ariquemes,05,Ariquemes,00,,11000230500
RO,1100031,Cabixi,05,Cabixi,00,,11000310500
RO,1100049,Cacoal,05,Cacoal,00,,11000490500
RO,1100049,Cacoal,10,Riozinho,00,,11000491000
RO,1100056,Cerejeiras,05,Cerejeiras,00,,11000560500
RO,1100064,Colorado do Oeste,05,Colorado do Oeste,00,,11000640500
RO,1100072,Corumbiara,05,Corumbiara,00,,11000720500
RO,1100080,Costa Marques,05,Costa Marques,00,,11000800500
RO,1100080,Costa Marques,15,Príncipe da Beira,00,,11000801500
RO,1100098,Espigão D'Oeste,05,Espigão D'Oeste,00,,11000980500
RO,1100098,Espigão D'Oeste,10,Boa Vista do Pacarana,00,,11000981000
RO,1100098,Espigão D'Oeste,12,Novo Paraíso,00,,11000981200
RO,1100098,Espigão D'Oeste,15,Flor da Serra,00,,11000981500
RO,1100098,Espigão D'Oeste,18,Nova Esperança,00,,11000981800
RO,1100106,Guajará-Mirim,05,Guajará-Mirim,00,,11001060500
RO,1100106,Guajará-Mirim,12,Iata,00,,11001061200
RO,1100106,Guajará-Mirim,22,Surpresa,00,,11001062200
RO,1100114,Jaru,05,Jaru,00,,11001140500
RO,1100114,Jaru,10,Bom Jesus,00,,11001141000
RO,1100114,Jaru,20,Santa Cruz da Serra,00,,11001142000
RO,1100114,Jaru,25,Tarilândia,00,,11001142500
RO,1100122,Ji-Paraná,05,Ji-Paraná,00,,11001220500
RO,1100122,Ji-Paraná,20,Nova Colina,00,,11001222000
RO,1100122,Ji-Paraná,25,Nova Londrina,00,,11001222500
RO,1100130,Machadinho D'Oeste,05,Machadinho D'Oeste,00,,11001300500
RO,1100130,Machadinho D'Oeste,15,Oriente Novo,00,,11001301500
RO,1100130,Machadinho D'Oeste,20,Quinto BEC,00,,11001302000
RO,1100130,Machadinho D'Oeste,25,Tabajara,00,,11001302500
RO,1100148,Nova Brasilândia D'Oeste,05,Nova Brasilândia D'Oeste,00,,11001480500
RO,1100155,Ouro Preto do Oeste,05,Ouro Preto do Oeste,00,,11001550500
RO,1100155,Ouro Preto do Oeste,25,Rondominas,00,,11001552500
RO,1100189,Pimenta Bueno,05,Pimenta Bueno,00,,11001890500
RO,1100189,Pimenta Bueno,15,Marco Rondon,00,,11001891500
RO,1100205,Porto Velho,05,Porto Velho,06,Zona 01,11002050506
RO,1100205,Porto Velho,05,Porto Velho,07,Zona 02,11002050507
RO,1100205,Porto Velho,05,Porto Velho,08,Zona 03,11002050508
RO,1100205,Porto Velho,05,Porto Velho,09,Zona 04,11002050509
RO,1100205,Porto Velho,05,Porto Velho,10,Zona 05,11002050510
RO,1100205,Porto Velho,10,Abunã,00,,11002051000
RO,1100205,Porto Velho,15,Calama,00,,11002051500
RO,1100205,Porto Velho,16,Demarcação,00,,11002051600
RO,1100205,Porto Velho,17,Extrema,00,,11002051700
RO,1100205,Porto Velho,18,Fortaleza do Abunã,00,,11002051800
RO,1100205,Porto Velho,20,Jaci Paraná,00,,11002052000
RO,1100205,Porto Velho,25,Mutum Paraná,00,,11002052500
RO,1100205,Porto Velho,30,Nazaré,00,,11002053000
RO,1100205,Porto Velho,35,Nova Califórnia,00,,11002053500
RO,1100205,Porto Velho,40,São Carlos,00,,11002054000
RO,1100205,Porto Velho,45,Vista Alegre do Abunã,00,,11002054500
RO,1100254,Presidente Médici,05,Presidente Médici,00,,11002540500
RO,1100254,Presidente Médici,15,Estrela de Rondônia,00,,11002541500
RO,1100254,Presidente Médici,20,Novo Riachuelo,00,,11002542000
RO,1100254,Presidente Médici,25,Vila Bandeira Branca,00,,11002542500
RO,1100254,Presidente Médici,30,Vila Camargo,00,,11002543000
RO,1100262,Rio Crespo,05,Rio Crespo,00,,11002620500
RO,1100288,Rolim de Moura,05,Rolim de Moura,00,,11002880500
RO,1100296,Santa Luzia D'Oeste,05,Santa Luzia D'Oeste,00,,11002960500
RO,1100304,Vilhena,05,Vilhena,00,,11003040500
RO,1100320,São Miguel do Guaporé,05,São Miguel do Guaporé,00,,11003200500
RO,1100320,São Miguel do Guaporé,20,Santana do Guaporé,00,,11003202000
RO,1100338,Nova Mamoré,05,Nova Mamoré,00,,11003380500
RO,1100338,Nova Mamoré,10,Araras,00,,11003381000
RO,1100338,Nova Mamoré,12,Jacynópolis,00,,11003381200
RO,1100338,Nova Mamoré,15,Nova Dimensão,00,,11003381500
RO,1100338,Nova Mamoré,20,Palmeiras,00,,11003382000
RO,1100346,Alvorada D'Oeste,05,Alvorada D'Oeste,00,,11003460500
RO,1100346,Alvorada D'Oeste,25,Tancredópolis,00,,11003462500
RO,1100346,Alvorada D'Oeste,30,Terra Boa,00,,11003463000
RO,1100379,Alto Alegre dos Parecis,05,Alto Alegre dos Parecis,00,,11003790500
RO,1100403,Alto Paraíso,05,Alto Paraíso,00,,11004030500
RO,1100452,Buritis,05,Buritis,00,,11004520500
RO,1100502,Novo Horizonte do Oeste,05,Novo Horizonte do Oeste,00,,11005020500
RO,1100601,Cacaulândia,05,Cacaulândia,00,,11006010500
RO,1100700,Campo Novo de Rondônia,05,Campo Novo de Rondônia,00,,11007000500
RO,1100809,Candeias do Jamari,05,Candeias do Jamari,00,,11008090500
RO,1100809,Candeias do Jamari,20,Rio Preto do Candeias,00,,11008092000
RO,1100908,Castanheiras,05,Castanheiras,00,,11009080500
RO,1100924,Chupinguaia,05,Chupinguaia,00,,11009240500
RO,1100940,Cujubim,05,Cujubim,00,,11009400500
RO,1101005,Governador Jorge Teixeira,05,Governador Jorge Teixeira,00,,11010050500
RO,1101005,Governador Jorge Teixeira,15,Colina Verde,00,,11010051500
RO,1101104,Itapuã do Oeste,05,Itapuã do Oeste,00,,11011040500
RO,1101203,Ministro Andreazza,05,Ministro Andreazza,00,,11012030500
RO,1101302,Mirante da Serra,05,Mirante da Serra,00,,11013020500
RO,1101401,Monte Negro,05,Monte Negro,00,,11014010500
RO,1101435,Nova União,05,Nova União,00,,11014350500
RO,1101450,Parecis,05,Parecis,00,,11014500500
RO,1101468,Pimenteiras do Oeste,05,Pimenteiras do Oeste,00,,11014680500
RO,1101476,Primavera de Rondônia,05,Primavera de Rondônia,00,,11014760500
RO,1101484,São Felipe D'Oeste,05,São Felipe D'Oeste,00,,11014840500
RO,1101492,São Francisco do Guaporé,05,São Francisco do Guaporé,00,,11014920500
RO,1101500,Seringueiras,05,Seringueiras,00,,11015000500
RO,1101559,Teixeirópolis,05,Teixeirópolis,00,,11015590500
RO,1101609,Theobroma,05,Theobroma,00,,11016090500
RO,1101708,Urupá,05,Urupá,00,,11017080500
RO,1101757,Vale do Anari,05,Vale do Anari,00,,11017570500
RO,1101807,Vale do Paraíso,05,Vale do Paraíso,00,,11018070500
AC,1200013,Acrelândia,05,Acrelândia,00,,12000130500
AC,1200054,Assis Brasil,05,Assis Brasil,00,,12000540500
AC,1200104,Brasiléia,05,Brasiléia,00,,12001040500
AC,1200138,Bujari,05,Bujari,00,,12001380500
AC,1200179,Capixaba,05,Capixaba,00,,12001790500
AC,1200203,Cruzeiro do Sul,05,Cruzeiro do Sul,00,,12002030500
AC,1200252,Epitaciolândia,05,Epitaciolândia,00,,12002520500
AC,1200302,Feijó,05,Feijó,00,,12003020500
AC,1200328,Jordão,05,Jordão,00,,12003280500
AC,1200336,Mâncio Lima,05,Mâncio Lima,00,,12003360500
AC,1200344,Manoel Urbano,05,Manoel Urbano,00,,12003440500
AC,1200351,Marechal Thaumaturgo,05,Marechal Thaumaturgo,00,,12003510500
AC,1200385,Plácido de Castro,05,Plácido de Castro,00,,12003850500
AC,1200385,Plácido de Castro,10,Campinas,00,,12003851000
AC,1200393,Porto Walter,05,Porto Walter,00,,12003930500
AC,1200401,Rio Branco,05,Rio Branco,00,,12004010500
AC,1200427,Rodrigues Alves,05,Rodrigues Alves,00,,12004270500
AC,1200435,Santa Rosa do Purus,05,Santa Rosa do Purus,00,,12004350500
AC,1200450,Senador Guiomard,05,Senador Guiomard,00,,12004500500
AC,1200500,Sena Madureira,05,Sena Madureira,00,,12005000500
AC,1200609,Tarauacá,05,Tarauacá,00,,12006090500
AC,1200708,Xapuri,05,Xapuri,00,,12007080500
AC,1200807,Porto Acre,05,Porto Acre,00,,12008070500
AM,1300029,Alvarães,05,Alvarães,00,,13000290500
AM,1300060,Amaturá,05,Amaturá,00,,13000600500
AM,1300086,Anamã,05,Anamã,00,,13000860500
AM,1300102,Anori,05,Anori,00,,13001020500
AM,1300144,Apuí,05,Apuí,00,,13001440500
AM,1300201,Atalaia do Norte,05,Atalaia do Norte,00,,13002010500
AM,1300300,Autazes,05,Autazes,00,,13003000500
AM,1300300,Autazes,10,Murutinga,00,,13003001000
AM,1300409,Barcelos,05,Barcelos,00,,13004090500
AM,1300508,Barreirinha,05,Barreirinha,00,,13005080500
AM,1300508,Barreirinha,10,Ariaú,00,,13005081000
AM,1300508,Barreirinha,12,Cametá,00,,13005081200
AM,1300508,Barreirinha,15,Freguesia do Andirá,00,,13005081500
AM,1300508,Barreirinha,20,Pedras,00,,13005082000
AM,1300607,Benjamin Constant,05,Benjamin Constant,00,,13006070500
AM,1300631,Beruri,05,Beruri,00,,13006310500
AM,1300680,Boa Vista do Ramos,05,Boa Vista do Ramos,00,,13006800500
AM,1300680,Boa Vista do Ramos,10,Lago Preto,00,,13006801000
AM,1300680,Boa Vista do Ramos,15,Massauari,00,,13006801500
AM,1300706,Boca do Acre,05,Boca do Acre,00,,13007060500
AM,1300706,Boca do Acre,10,Floriano Peixoto,00,,13007061000
AM,1300805,Borba,05,Borba,00,,13008050500
AM,1300839,Caapiranga,05,Caapiranga,00,,13008390500
AM,1300904,Canutama,05,Canutama,00,,13009040500
AM,1301001,Carauari,05,Carauari,00,,13010010500
AM,1301100,Careiro,05,Careiro,00,,13011000500
AM,1301159,Careiro da Várzea,05,Careiro da Várzea,00,,13011590500
AM,1301209,Coari,05,Coari,00,,13012090500
AM,1301308,Codajás,05,Codajás,00,,13013080500
AM,1301308,Codajás,10,Badajos,00,,13013081000
AM,1301407,Eirunepé,05,Eirunepé,00,,13014070500
AM,1301506,Envira,05,Envira,00,,13015060500
AM,1301605,Fonte Boa,05,Fonte Boa,00,,13016050500
AM,1301654,Guajará,05,Guajará,00,,13016540500
AM,1301704,Humaitá,05,Humaitá,00,,13017040500
AM,1301803,Ipixuna,05,Ipixuna,00,,13018030500
AM,1301852,Iranduba,05,Iranduba,00,,13018520500
AM,1301852,Iranduba,10,Ariaú,00,,13018521000
AM,1301852,Iranduba,15,Cacau Pirêra,00,,13018521500
AM,1301852,Iranduba,20,Lago do Limão,00,,13018522000
AM,1301852,Iranduba,25,Paricatuba,00,,13018522500
AM,1301902,Itacoatiara,05,Itacoatiara,00,,13019020500
AM,1301902,Itacoatiara,10,Amatari,00,,13019021000
AM,1301951,Itamarati,05,Itamarati,00,,13019510500
AM,1302009,Itapiranga,05,Itapiranga,00,,13020090500
AM,1302108,Japurá,05,Japurá,00,,13021080500
AM,1302207,Juruá,05,Juruá,00,,13022070500
AM,1302306,Jutaí,05,Jutaí,00,,13023060500
AM,1302405,Lábrea,05,Lábrea,00,,13024050500
AM,1302504,Manacapuru,05,Manacapuru,00,,13025040500
AM,1302553,Manaquiri,05,Manaquiri,00,,13025530500
AM,1302603,Manaus,05,Manaus,06,Primeira R.A.,13026030506
AM,1302603,Manaus,05,Manaus,07,Segunda R.A.,13026030507
AM,1302603,Manaus,05,Manaus,08,Terceira R.A.,13026030508
AM,1302603,Manaus,05,Manaus,09,Quarta R.A.,13026030509
AM,1302603,Manaus,05,Manaus,10,Quinta R.A.,13026030510
AM,1302603,Manaus,05,Manaus,11,Sexta R.A.,13026030511
AM,1302603,Manaus,05,Manaus,12,Sétima R.A.,13026030512
AM,1302603,Manaus,05,Manaus,13,Oitava R.A.,13026030513
AM,1302603,Manaus,05,Manaus,14,Nona R.A.,13026030514
AM,1302702,Manicoré,05,Manicoré,00,,13027020500
AM,1302801,Maraã,05,Maraã,00,,13028010500
AM,1302900,Maués,05,Maués,00,,13029000500
AM,1302900,Maués,10,Osório da Fonseca,00,,13029001000
AM,1302900,Maués,15,Repartimento,00,,13029001500
AM,1303007,Nhamundá,05,Nhamundá,00,,13030070500
AM,1303106,Nova Olinda do Norte,05,Nova Olinda do Norte,00,,13031060500
AM,1303205,Novo Airão,05,Novo Airão,00,,13032050500
AM,1303304,Novo Aripuanã,05,Novo Aripuanã,00,,13033040500
AM,1303403,Parintins,05,Parintins,00,,13034030500
AM,1303403,Parintins,10,Mocambo,00,,13034031000
AM,1303502,Pauini,05,Pauini,00,,13035020500
AM,1303536,Presidente Figueiredo,05,Presidente Figueiredo,00,,13035360500
AM,1303536,Presidente Figueiredo,10,Balbina,00,,13035361000
AM,1303569,Rio Preto da Eva,05,Rio Preto da Eva,00,,13035690500
AM,1303601,Santa Isabel do Rio Negro,05,Santa Isabel do Rio Negro,00,,13036010500
AM,1303700,Santo Antônio do Içá,05,Santo Antônio do Içá,00,,13037000500
AM,1303809,São Gabriel da Cachoeira,05,São Gabriel da Cachoeira,00,,13038090500
AM,1303809,São Gabriel da Cachoeira,12,Cucui,00,,13038091200
AM,1303809,São Gabriel da Cachoeira,15,Içana,00,,13038091500
AM,1303809,São Gabriel da Cachoeira,20,São Felipe,00,,13038092000
AM,1303908,São Paulo de Olivença,05,São Paulo de Olivença,00,,13039080500
AM,1303908,São Paulo de Olivença,15,Santa Rita,00,,13039081500
AM,1303957,São Sebastião do Uatumã,05,São Sebastião do Uatumã,00,,13039570500
AM,1304005,Silves,05,Silves,00,,13040050500
AM,1304062,Tabatinga,05,Tabatinga,00,,13040620500
AM,1304104,Tapauá,05,Tapauá,00,,13041040500
AM,1304203,Tefé,05,Tefé,00,,13042030500
AM,1304237,Tonantins,05,Tonantins,00,,13042370500
AM,1304260,Uarini,05,Uarini,00,,13042600500
AM,1304302,Urucará,05,Urucará,00,,13043020500
AM,1304401,Urucurituba,05,Urucurituba,00,,13044010500
AM,1304401,Urucurituba,10,Augusto Montenegro,00,,13044011000
RR,1400027,Amajari,05,Amajari,00,,14000270500
RR,1400050,Alto Alegre,05,Alto Alegre,00,,14000500500
RR,1400100,Boa Vista,05,Boa Vista,00,,14001000500
RR,1400159,Bonfim,05,Bonfim,00,,14001590500
RR,1400175,Cantá,05,Cantá,00,,14001750500
RR,1400209,Caracaraí,05,Caracaraí,00,,14002090500
RR,1400233,Caroebe,05,Caroebe,00,,14002330500
RR,1400282,Iracema,05,Iracema,00,,14002820500
RR,1400308,Mucajaí,05,Mucajaí,00,,14003080500
RR,1400407,Normandia,05,Normandia,00,,14004070500
RR,1400456,Pacaraima,05,Pacaraima,00,,14004560500
RR,1400472,Rorainópolis,05,Rorainópolis,00,,14004720500
RR,1400506,São João da Baliza,05,São João da Baliza,00,,14005060500
RR,1400605,São Luiz,05,São Luiz,00,,14006050500
RR,1400704,Uiramutã,05,Uiramutã,00,,14007040500
PA,1500107,Abaetetuba,05,Abaetetuba,00,,15001070500
PA,1500107,Abaetetuba,10,Beja,00,,15001071000
PA,1500131,Abel Figueiredo,05,Abel Figueiredo,00,,15001310500
PA,1500206,Acará,05,Acará,00,,15002060500
PA,1500206,Acará,10,Guajará-Miri,00,,15002061000
PA,1500206,Acará,15,Jaguarari,00,,15002061500
PA,1500305,Afuá,05,Afuá,00,,15003050500
PA,1500347,Água Azul do Norte,05,Água Azul do Norte,00,,15003470500
PA,1500404,Alenquer,05,Alenquer,00,,15004040500
PA,1500503,Almeirim,05,Almeirim,00,,15005030500
PA,1500503,Almeirim,10,Arumanduba,00,,15005031000
PA,1500503,Almeirim,15,Monte Dourado,00,,15005031500
PA,1500602,Altamira,05,Altamira,00,,15006020500
PA,1500602,Altamira,07,Castelo dos Sonhos,00,,15006020700
PA,1500701,Anajás,05,Anajás,00,,15007010500
PA,1500800,Ananindeua,05,Ananindeua,00,,15008000500
PA,1500859,Anapu,05,Anapu,00,,15008590500
PA,1500909,Augusto Corrêa,05,Augusto Corrêa,00,,15009090500
PA,1500909,Augusto Corrêa,10,Aturiaí,00,,15009091000
PA,1500909,Augusto Corrêa,15,Emboraí,00,,15009091500
PA,1500909,Augusto Corrêa,20,Itapixuna,00,,15009092000
PA,1500958,Aurora do Pará,05,Aurora do Pará,00,,15009580500
PA,1501006,Aveiro,05,Aveiro,00,,15010060500
PA,1501006,Aveiro,10,Brasília Legal,00,,15010061000
PA,1501006,Aveiro,15,Pinhel,00,,15010061500
PA,1501105,Bagre,05,Bagre,00,,15011050500
PA,1501105,Bagre,10,Pedreira,00,,15011051000
PA,1501204,Baião,05,Baião,00,,15012040500
PA,1501204,Baião,10,Joana Peres,00,,15012041000
PA,1501204,Baião,20,São Joaquim do Ituquara,00,,15012042000
PA,1501204,Baião,30,Umarizal do Tocantins,00,,15012043000
PA,1501253,Bannach,05,Bannach,00,,15012530500
PA,1501303,Barcarena,05,Barcarena,00,,15013030500
PA,1501303,Barcarena,10,Murucupi,00,,15013031000
PA,1501402,Belém,05,Belém,00,,15014020500
PA,1501402,Belém,45,Bengui,00,,15014024500
PA,1501402,Belém,50,Entroncamento,00,,15014025000
PA,1501402,Belém,55,Guamá,00,,15014025500
PA,1501402,Belém,60,Icoaraci,00,,15014026000
PA,1501402,Belém,65,Mosqueiro,00,,15014026500
PA,1501402,Belém,67,Outeiro,00,,15014026700
PA,1501402,Belém,75,Sacramenta,00,,15014027500
PA,1501451,Belterra,05,Belterra,00,,15014510500
PA,1501501,Benevides,05,Benevides,00,,15015010500
PA,1501501,Benevides,10,Benfica,00,,15015011000
PA,1501576,Bom Jesus do Tocantins,05,Bom Jesus do Tocantins,00,,15015760500
PA,1501600,Bonito,05,Bonito,00,,15016000500
PA,1501709,Bragança,05,Bragança,00,,15017090500
PA,1501709,Bragança,10,Almoço,00,,15017091000
PA,1501709,Bragança,15,Caratateua,00,,15017091500
PA,1501709,Bragança,20,Nova Mocajuba,00,,15017092000
PA,1501709,Bragança,30,Tijoca,00,,15017093000
PA,1501709,Bragança,40,Vila do Treme,00,,15017094000
PA,1501725,Brasil Novo,05,Brasil Novo,00,,15017250500
PA,1501758,Brejo Grande do Araguaia,05,Brejo Grande do Araguaia,00,,15017580500
PA,1501758,Brejo Grande do Araguaia,15,São Raimundo do Araguaia,00,,15017581500
PA,1501782,Breu Branco,05,Breu Branco,00,,15017820500
PA,1501808,Breves,05,Breves,00,,15018080500
PA,1501808,Breves,10,Antônio Lemos,00,,15018081000
PA,1501808,Breves,15,Curumu,00,,15018081500
PA,1501808,Breves,20,São Miguel dos Macacos,00,,15018082000
PA,1501907,Bujaru,05,Bujaru,00,,15019070500
PA,1501907,Bujaru,10,Guajará-Açu,00,,15019071000
PA,1501956,Cachoeira do Piriá,05,Cachoeira do Piriá,00,,15019560500
PA,1502004,Cachoeira do Arari,05,Cachoeira do Arari,00,,15020040500
PA,1502103,Cametá,05,Cametá,00,,15021030500
PA,1502103,Cametá,07,Areião,00,,15021030700
PA,1502103,Cametá,10,Carapajó,00,,15021031000
PA,1502103,Cametá,15,Curuçambaba,00,,15021031500
PA,1502103,Cametá,20,Januacoeli,00,,15021032000
PA,1502103,Cametá,25,Juaba,00,,15021032500
PA,1502103,Cametá,30,Moiraba,00,,15021033000
PA,1502103,Cametá,36,Torres do Cupijó,00,,15021033600
PA,1502103,Cametá,40,Vila do Carmo do Tocantins,00,,15021034000
PA,1502152,Canaã dos Carajás,05,Canaã dos Carajás,00,,15021520500
PA,1502202,Capanema,05,Capanema,00,,15022020500
PA,1502202,Capanema,10,Mirasselvas,00,,15022021000
PA,1502202,Capanema,15,Tauari,00,,15022021500
PA,1502301,Capitão Poço,05,Capitão Poço,00,,15023010500
PA,1502400,Castanhal,05,Castanhal,00,,15024000500
PA,1502400,Castanhal,10,Apeú,00,,15024001000
PA,1502509,Chaves,05,Chaves,00,,15025090500
PA,1502509,Chaves,10,São Sebastião de Viçosa,00,,15025091000
PA,1502608,Colares,05,Colares,00,,15026080500
PA,1502707,Conceição do Araguaia,05,Conceição do Araguaia,00,,15027070500
PA,1502756,Concórdia do Pará,05,Concórdia do Pará,00,,15027560500
PA,1502764,Cumaru do Norte,05,Cumaru do Norte,00,,15027640500
PA,1502772,Curionópolis,05,Curionópolis,00,,15027720500
PA,1502806,Curralinho,05,Curralinho,00,,15028060500
PA,1502806,Curralinho,10,Piriá,00,,15028061000
PA,1502855,Curuá,05,Curuá,00,,15028550500
PA,1502905,Curuçá,05,Curuçá,00,,15029050500
PA,1502905,Curuçá,20,Lauro Sodré,00,,15029052000
PA,1502905,Curuçá,25,Murajá,00,,15029052500
PA,1502905,Curuçá,40,Ponta de Ramos,00,,15029054000
PA,1502939,Dom Eliseu,05,Dom Eliseu,00,,15029390500
PA,1502954,Eldorado dos Carajás,05,Eldorado dos Carajás,00,,15029540500
PA,1503002,Faro,05,Faro,00,,15030020500
PA,1503002,Faro,08,Nova Maracanã,00,,15030020800
PA,1503044,Floresta do Araguaia,05,Floresta do Araguaia,00,,15030440500
PA,1503077,Garrafão do Norte,05,Garrafão do Norte,00,,15030770500
PA,1503093,Goianésia do Pará,05,Goianésia do Pará,00,,15030930500
PA,1503101,Gurupá,05,Gurupá,00,,15031010500
PA,1503101,Gurupá,10,Carrazedo,00,,15031011000
PA,1503101,Gurupá,15,Itatupã,00,,15031011500
PA,1503200,Igarapé-Açu,05,Igarapé-Açu,00,,15032000500
PA,1503200,Igarapé-Açu,10,Caripi,00,,15032001000
PA,1503309,Igarapé-Miri,05,Igarapé-Miri,00,,15033090500
PA,1503309,Igarapé-Miri,10,Maiauatá,00,,15033091000
PA,1503408,Inhangapi,05,Inhangapi,00,,15034080500
PA,1503457,Ipixuna do Pará,05,Ipixuna do Pará,00,,15034570500
PA,1503507,Irituia,05,Irituia,00,,15035070500
PA,1503606,Itaituba,05,Itaituba,00,,15036060500
PA,1503705,Itupiranga,05,Itupiranga,00,,15037050500
PA,1503754,Jacareacanga,05,Jacareacanga,00,,15037540500
PA,1503754,Jacareacanga,20,Porto Rico,00,,15037542000
PA,1503804,Jacundá,05,Jacundá,00,,15038040500
PA,1503903,Juruti,05,Juruti,00,,15039030500
PA,1504000,Limoeiro do Ajuru,05,Limoeiro do Ajuru,00,,15040000500
PA,1504059,Mãe do Rio,05,Mãe do Rio,00,,15040590500
PA,1504109,Magalhães Barata,05,Magalhães Barata,00,,15041090500
PA,1504109,Magalhães Barata,10,Cafezal,00,,15041091000
PA,1504208,Marabá,05,Marabá,00,,15042080500
PA,1504307,Maracanã,05,Maracanã,00,,15043070500
PA,1504307,Maracanã,15,Boa Esperança,00,,15043071500
PA,1504307,Maracanã,40,São Roberto,00,,15043074000
PA,1504406,Marapanim,05,Marapanim,00,,15044060500
PA,1504406,Marapanim,10,Marudá,00,,15044061000
PA,1504406,Marapanim,15,Matapiquara,00,,15044061500
PA,1504406,Marapanim,20,Monte Alegre do Maú,00,,15044062000
PA,1504406,Marapanim,22,Praia de Marudá,00,,15044062200
PA,1504422,Marituba,05,Marituba,00,,15044220500
PA,1504455,Medicilândia,05,Medicilândia,00,,15044550500
PA,1504455,Medicilândia,35,União da Floresta,00,,15044553500
PA,1504505,Melgaço,05,Melgaço,00,,15045050500
PA,1504505,Melgaço,10,Areias,00,,15045051000
PA,1504604,Mocajuba,05,Mocajuba,00,,15046040500
PA,1504604,Mocajuba,15,São Pedro de Viseu,00,,15046041500
PA,1504703,Moju,05,Moju,00,,15047030500
PA,1504703,Moju,10,Cairari,00,,15047031000
PA,1504802,Monte Alegre,05,Monte Alegre,00,,15048020500
PA,1504901,Muaná,05,Muaná,00,,15049010500
PA,1504901,Muaná,10,São Francisco da Jararaca,00,,15049011000
PA,1504901,Muaná,15,São Miguel do Pracuúba,00,,15049011500
PA,1504950,Nova Esperança do Piriá,05,Nova Esperança do Piriá,00,,15049500500
PA,1504976,Nova Ipixuna,05,Nova Ipixuna,00,,15049760500
PA,1505007,Nova Timboteua,05,Nova Timboteua,00,,15050070500
PA,1505007,Nova Timboteua,10,Timboteua,00,,15050071000
PA,1505031,Novo Progresso,05,Novo Progresso,00,,15050310500
PA,1505064,Novo Repartimento,05,Novo Repartimento,00,,15050640500
PA,1505064,Novo Repartimento,10,Belo Monte do Pará,00,,15050641000
PA,1505064,Novo Repartimento,20,Maracajá,00,,15050642000
PA,1505064,Novo Repartimento,40,Vitória da Conquista,00,,15050644000
PA,1505106,Óbidos,05,Óbidos,00,,15051060500
PA,1505205,Oeiras do Pará,05,Oeiras do Pará,00,,15052050500
PA,1505304,Oriximiná,05,Oriximiná,00,,15053040500
PA,1505403,Ourém,05,Ourém,00,,15054030500
PA,1505437,Ourilândia do Norte,05,Ourilândia do Norte,00,,15054370500
PA,1505486,Pacajá,05,Pacajá,00,,15054860500
PA,1505494,Palestina do Pará,05,Palestina do Pará,00,,15054940500
PA,1505502,Paragominas,05,Paragominas,00,,15055020500
PA,1505536,Parauapebas,05,Parauapebas,00,,15055360500
PA,1505551,Pau D'Arco,05,Pau D'Arco,00,,15055510500
PA,1505601,Peixe-Boi,05,Peixe-Boi,00,,15056010500
PA,1505601,Peixe-Boi,10,Tauarizinho,00,,15056011000
PA,1505635,Piçarra,05,Piçarra,00,,15056350500
PA,1505650,Placas,05,Placas,00,,15056500500
PA,1505700,Ponta de Pedras,05,Ponta de Pedras,00,,15057000500
PA,1505809,Portel,05,Portel,00,,15058090500
PA,1505908,Porto de Moz,05,Porto de Moz,00,,15059080500
PA,1505908,Porto de Moz,10,Veiros,00,,15059081000
PA,1505908,Porto de Moz,15,Vilarinho do Monte,00,,15059081500
PA,1506005,Prainha,05,Prainha,00,,15060050500
PA,1506005,Prainha,10,Pacoval,00,,15060051000
PA,1506104,Primavera,05,Primavera,00,,15061040500
PA,1506112,Quatipuru,05,Quatipuru,00,,15061120500
PA,1506138,Redenção,05,Redenção,00,,15061380500
PA,1506161,Rio Maria,05,Rio Maria,00,,15061610500
PA,1506187,Rondon do Pará,05,Rondon do Pará,00,,15061870500
PA,1506195,Rurópolis,05,Rurópolis,00,,15061950500
PA,1506195,Rurópolis,15,Divinópolis,00,,15061951500
PA,1506203,Salinópolis,05,Salinópolis,00,,15062030500
PA,1506302,Salvaterra,05,Salvaterra,00,,15063020500
PA,1506302,Salvaterra,10,Condeixa,00,,15063021000
PA,1506302,Salvaterra,15,Joanes,00,,15063021500
PA,1506302,Salvaterra,20,Jubim,00,,15063022000
PA,1506302,Salvaterra,25,Monsarás,00,,15063022500
PA,1506351,Santa Bárbara do Pará,05,Santa Bárbara do Pará,00,,15063510500
PA,1506401,Santa Cruz do Arari,05,Santa Cruz do Arari,00,,15064010500
PA,1506500,Santa Isabel do Pará,05,Santa Isabel do Pará,00,,15065000500
PA,1506500,Santa Isabel do Pará,10,Americano,00,,15065001000
PA,1506500,Santa Isabel do Pará,15,Caraparu,00,,15065001500
PA,1506559,Santa Luzia do Pará,05,Santa Luzia do Pará,00,,15065590500
PA,1506583,Santa Maria das Barreiras,05,Santa Maria das Barreiras,00,,15065830500
PA,1506583,Santa Maria das Barreiras,10,Casa de Tábua,00,,15065831000
