縣市代碼,縣市名稱,區里代碼,區鄉鎮名稱,村里代碼,村里名稱
63,臺北市,6300100,松山區,6300100-002,莊敬里
63,臺北市,6300100,松山區,6300100-003,東榮里
63,臺北市,6300100,松山區,6300100-004,三民里
63,臺北市,6300100,松山區,6300100-005,新益里
63,臺北市,6300100,松山區,6300100-006,富錦里
63,臺北市,6300100,松山區,6300100-007,新東里
63,臺北市,6300100,松山區,6300100-008,富泰里
63,臺北市,6300100,松山區,6300100-009,介壽里
63,臺北市,6300100,松山區,6300100-010,精忠里
63,臺北市,6300100,松山區,6300100-011,東光里
63,臺北市,6300100,松山區,6300100-012,龍田里
63,臺北市,6300100,松山區,6300100-013,東昌里
63,臺北市,6300100,松山區,6300100-014,東勢里
63,臺北市,6300100,松山區,6300100-015,中華里
63,臺北市,6300100,松山區,6300100-016,民有里
63,臺北市,6300100,松山區,6300100-017,民福里
63,臺北市,6300100,松山區,6300100-018,慈祐里
63,臺北市,6300100,松山區,6300100-019,安平里
63,臺北市,6300100,松山區,6300100-020,鵬程里
63,臺北市,6300100,松山區,6300100-021,自強里
63,臺北市,6300100,松山區,6300100-022,吉祥里
63,臺北市,6300100,松山區,6300100-024,新聚里
63,臺北市,6300100,松山區,6300100-025,復盛里
63,臺北市,6300100,松山區,6300100-026,中正里
63,臺北市,6300100,松山區,6300100-027,中崙里
63,臺北市,6300100,松山區,6300100-028,美仁里
63,臺北市,6300100,松山區,6300100-029,吉仁里
63,臺北市,6300100,松山區,6300100-030,敦化里
63,臺北市,6300100,松山區,6300100-031,復源里
63,臺北市,6300100,松山區,6300100-032,復建里
63,臺北市,6300100,松山區,6300100-033,復勢里
63,臺北市,6300100,松山區,6300100-034,福成里
63,臺北市,6300100,松山區,6300100-035,松基里
63,臺北市,6300200,信義區,6300200-001,西村里
63,臺北市,6300200,信義區,6300200-002,正和里
63,臺北市,6300200,信義區,6300200-003,興隆里
63,臺北市,6300200,信義區,6300200-004,中興里
63,臺北市,6300200,信義區,6300200-005,新仁里
63,臺北市,6300200,信義區,6300200-006,興雅里
63,臺北市,6300200,信義區,6300200-007,敦厚里
63,臺北市,6300200,信義區,6300200-008,廣居里
63,臺北市,6300200,信義區,6300200-009,安康里
63,臺北市,6300200,信義區,6300200-010,六藝里
63,臺北市,6300200,信義區,6300200-011,雅祥里
63,臺北市,6300200,信義區,6300200-012,五常里
63,臺北市,6300200,信義區,6300200-013,五全里
63,臺北市,6300200,信義區,6300200-014,永吉里
63,臺北市,6300200,信義區,6300200-015,長春里
63,臺北市,6300200,信義區,6300200-016,四育里
63,臺北市,6300200,信義區,6300200-017,四維里
63,臺北市,6300200,信義區,6300200-018,永春里
63,臺北市,6300200,信義區,6300200-019,富台里
63,臺北市,6300200,信義區,6300200-020,國業里
63,臺北市,6300200,信義區,6300200-021,松隆里
63,臺北市,6300200,信義區,6300200-022,松友里
63,臺北市,6300200,信義區,6300200-023,松光里
63,臺北市,6300200,信義區,6300200-024,中坡里
63,臺北市,6300200,信義區,6300200-025,中行里
63,臺北市,6300200,信義區,6300200-026,大道里
63,臺北市,6300200,信義區,6300200-027,大仁里
63,臺北市,6300200,信義區,6300200-028,景新里
63,臺北市,6300200,信義區,6300200-029,惠安里
63,臺北市,6300200,信義區,6300200-030,三張里
63,臺北市,6300200,信義區,6300200-031,三犁里
63,臺北市,6300200,信義區,6300200-032,六合里
63,臺北市,6300200,信義區,6300200-033,泰和里
63,臺北市,6300200,信義區,6300200-034,景聯里
63,臺北市,6300200,信義區,6300200-035,景勤里
63,臺北市,6300200,信義區,6300200-036,雙和里
63,臺北市,6300200,信義區,6300200-037,嘉興里
63,臺北市,6300200,信義區,6300200-038,黎順里
63,臺北市,6300200,信義區,6300200-039,黎平里
63,臺北市,6300200,信義區,6300200-040,黎忠里
63,臺北市,6300200,信義區,6300200-041,黎安里
63,臺北市,6300300,大安區,6300300-001,德安里
63,臺北市,6300300,大安區,6300300-002,仁慈里
63,臺北市,6300300,大安區,6300300-003,和安里
63,臺北市,6300300,大安區,6300300-004,民炤里
63,臺北市,6300300,大安區,6300300-005,仁愛里
63,臺北市,6300300,大安區,6300300-006,義村里
63,臺北市,6300300,大安區,6300300-007,民輝里
63,臺北市,6300300,大安區,6300300-008,昌隆里
63,臺北市,6300300,大安區,6300300-009,誠安里
63,臺北市,6300300,大安區,6300300-010,光武里
63,臺北市,6300300,大安區,6300300-011,龍坡里
63,臺北市,6300300,大安區,6300300-012,龍泉里
63,臺北市,6300300,大安區,6300300-013,古風里
63,臺北市,6300300,大安區,6300300-014,古莊里
63,臺北市,6300300,大安區,6300300-015,龍安里
63,臺北市,6300300,大安區,6300300-016,錦安里
63,臺北市,6300300,大安區,6300300-017,福住里
63,臺北市,6300300,大安區,6300300-018,永康里
63,臺北市,6300300,大安區,6300300-019,光明里
63,臺北市,6300300,大安區,6300300-020,錦泰里
63,臺北市,6300300,大安區,6300300-021,錦華里
63,臺北市,6300300,大安區,6300300-022,龍圖里
63,臺北市,6300300,大安區,6300300-023,新龍里
63,臺北市,6300300,大安區,6300300-026,龍陣里
63,臺北市,6300300,大安區,6300300-027,龍雲里
63,臺北市,6300300,大安區,6300300-028,龍生里
63,臺北市,6300300,大安區,6300300-029,住安里
63,臺北市,6300300,大安區,6300300-030,義安里
63,臺北市,6300300,大安區,6300300-031,通化里
63,臺北市,6300300,大安區,6300300-032,通安里
63,臺北市,6300300,大安區,6300300-033,臨江里
63,臺北市,6300300,大安區,6300300-034,法治里
63,臺北市,6300300,大安區,6300300-035,全安里
63,臺北市,6300300,大安區,6300300-036,群賢里
63,臺北市,6300300,大安區,6300300-037,群英里
63,臺北市,6300300,大安區,6300300-038,虎嘯里
63,臺北市,6300300,大安區,6300300-039,臥龍里
63,臺北市,6300300,大安區,6300300-040,龍淵里
63,臺北市,6300300,大安區,6300300-041,龍門里
63,臺北市,6300300,大安區,6300300-043,大學里
63,臺北市,6300300,大安區,6300300-044,芳和里
63,臺北市,6300300,大安區,6300300-046,黎元里
63,臺北市,6300300,大安區,6300300-047,黎孝里
63,臺北市,6300300,大安區,6300300-048,黎和里
63,臺北市,6300300,大安區,6300300-049,建安里
63,臺北市,6300300,大安區,6300300-050,建倫里
63,臺北市,6300300,大安區,6300300-051,敦安里
63,臺北市,6300300,大安區,6300300-052,正聲里
63,臺北市,6300300,大安區,6300300-053,敦煌里
63,臺北市,6300300,大安區,6300300-054,華聲里
63,臺北市,6300300,大安區,6300300-055,車層里
63,臺北市,6300300,大安區,6300300-056,光信里
63,臺北市,6300300,大安區,6300300-057,學府里
63,臺北市,6300400,中山區,6300400-001,正守里
63,臺北市,6300400,中山區,6300400-002,正義里
63,臺北市,6300400,中山區,6300400-003,正得里
63,臺北市,6300400,中山區,6300400-004,民安里
63,臺北市,6300400,中山區,6300400-005,康樂里
63,臺北市,6300400,中山區,6300400-006,中山里
63,臺北市,6300400,中山區,6300400-007,聚盛里
63,臺北市,6300400,中山區,6300400-008,集英里
63,臺北市,6300400,中山區,6300400-009,聚葉里
63,臺北市,6300400,中山區,6300400-010,恆安里
63,臺北市,6300400,中山區,6300400-011,晴光里
63,臺北市,6300400,中山區,6300400-012,圓山里
63,臺北市,6300400,中山區,6300400-013,劍潭里
63,臺北市,6300400,中山區,6300400-014,大直里
63,臺北市,6300400,中山區,6300400-015,成功里
63,臺北市,6300400,中山區,6300400-016,永安里
63,臺北市,6300400,中山區,6300400-017,大佳里
63,臺北市,6300400,中山區,6300400-018,新喜里
63,臺北市,6300400,中山區,6300400-019,新庄里
63,臺北市,6300400,中山區,6300400-020,新福里
63,臺北市,6300400,中山區,6300400-021,松江里
63,臺北市,6300400,中山區,6300400-022,新生里
63,臺北市,6300400,中山區,6300400-023,中庄里
63,臺北市,6300400,中山區,6300400-024,行政里
63,臺北市,6300400,中山區,6300400-025,行仁里
63,臺北市,6300400,中山區,6300400-026,行孝里
63,臺北市,6300400,中山區,6300400-027,下埤里
63,臺北市,6300400,中山區,6300400-028,江寧里
63,臺北市,6300400,中山區,6300400-029,江山里
63,臺北市,6300400,中山區,6300400-030,中吉里
63,臺北市,6300400,中山區,6300400-031,中原里
63,臺北市,6300400,中山區,6300400-032,興亞里
63,臺北市,6300400,中山區,6300400-033,中央里
63,臺北市,6300400,中山區,6300400-034,朱馥里
63,臺北市,6300400,中山區,6300400-035,龍洲里
63,臺北市,6300400,中山區,6300400-036,朱園里
63,臺北市,6300400,中山區,6300400-037,埤頭里
63,臺北市,6300400,中山區,6300400-038,朱崙里
63,臺北市,6300400,中山區,6300400-039,力行里
63,臺北市,6300400,中山區,6300400-040,復華里
63,臺北市,6300400,中山區,6300400-041,金泰里
63,臺北市,6300400,中山區,6300400-042,北安里
63,臺北市,6300500,中正區,6300500-001,水源里
63,臺北市,6300500,中正區,6300500-002,富水里
63,臺北市,6300500,中正區,6300500-003,文盛里
63,臺北市,6300500,中正區,6300500-004,林興里
63,臺北市,6300500,中正區,6300500-005,河堤里
63,臺北市,6300500,中正區,6300500-006,頂東里
63,臺北市,6300500,中正區,6300500-007,網溪里
63,臺北市,6300500,中正區,6300500-008,板溪里
63,臺北市,6300500,中正區,6300500-009,螢圃里
63,臺北市,6300500,中正區,6300500-010,螢雪里
63,臺北市,6300500,中正區,6300500-011,永功里
63,臺北市,6300500,中正區,6300500-012,永昌里
63,臺北市,6300500,中正區,6300500-013,龍興里
63,臺北市,6300500,中正區,6300500-014,忠勤里
63,臺北市,6300500,中正區,6300500-015,廈安里
63,臺北市,6300500,中正區,6300500-016,愛國里
63,臺北市,6300500,中正區,6300500-017,南門里
63,臺北市,6300500,中正區,6300500-018,龍光里
63,臺北市,6300500,中正區,6300500-019,南福里
63,臺北市,6300500,中正區,6300500-020,龍福里
63,臺北市,6300500,中正區,6300500-021,新營里
63,臺北市,6300500,中正區,6300500-022,建國里
63,臺北市,6300500,中正區,6300500-023,光復里
63,臺北市,6300500,中正區,6300500-024,黎明里
63,臺北市,6300500,中正區,6300500-025,梅花里
63,臺北市,6300500,中正區,6300500-026,幸福里
63,臺北市,6300500,中正區,6300500-027,幸市里
63,臺北市,6300500,中正區,6300500-028,東門里
63,臺北市,6300500,中正區,6300500-029,文北里
63,臺北市,6300500,中正區,6300500-030,文祥里
63,臺北市,6300500,中正區,6300500-031,三愛里
63,臺北市,6300600,大同區,6300600-001,玉泉里
63,臺北市,6300600,大同區,6300600-002,建明里
63,臺北市,6300600,大同區,6300600-003,建功里
63,臺北市,6300600,大同區,6300600-004,建泰里
63,臺北市,6300600,大同區,6300600-005,永樂里
63,臺北市,6300600,大同區,6300600-006,朝陽里
63,臺北市,6300600,大同區,6300600-007,星明里
63,臺北市,6300600,大同區,6300600-008,光能里
63,臺北市,6300600,大同區,6300600-009,大有里
63,臺北市,6300600,大同區,6300600-010,延平里
63,臺北市,6300600,大同區,6300600-011,雙連里
63,臺北市,6300600,大同區,6300600-012,南芳里
63,臺北市,6300600,大同區,6300600-013,民權里
63,臺北市,6300600,大同區,6300600-014,景星里
63,臺北市,6300600,大同區,6300600-015,隆和里
63,臺北市,6300600,大同區,6300600-016,蓬萊里
63,臺北市,6300600,大同區,6300600-017,國順里
63,臺北市,6300600,大同區,6300600-018,國慶里
63,臺北市,6300600,大同區,6300600-019,揚雅里
63,臺北市,6300600,大同區,6300600-020,斯文里
63,臺北市,6300600,大同區,6300600-021,鄰江里
63,臺北市,6300600,大同區,6300600-022,至聖里
63,臺北市,6300600,大同區,6300600-024,老師里
63,臺北市,6300600,大同區,6300600-025,重慶里
63,臺北市,6300600,大同區,6300600-026,保安里
63,臺北市,6300700,萬華區,6300700-001,福星里
63,臺北市,6300700,萬華區,6300700-002,萬壽里
63,臺北市,6300700,萬華區,6300700-003,西門里
63,臺北市,6300700,萬華區,6300700-004,新起里
63,臺北市,6300700,萬華區,6300700-005,菜園里
63,臺北市,6300700,萬華區,6300700-006,青山里
63,臺北市,6300700,萬華區,6300700-007,富民里
63,臺北市,6300700,萬華區,6300700-008,福音里
63,臺北市,6300700,萬華區,6300700-009,仁德里
63,臺北市,6300700,萬華區,6300700-010,富福里
63,臺北市,6300700,萬華區,6300700-011,頂碩里
63,臺北市,6300700,萬華區,6300700-012,雙園里
63,臺北市,6300700,萬華區,6300700-013,新忠里
63,臺北市,6300700,萬華區,6300700-014,新和里
63,臺北市,6300700,萬華區,6300700-015,糖廍里
63,臺北市,6300700,萬華區,6300700-016,和平里
63,臺北市,6300700,萬華區,6300700-017,綠堤里
63,臺北市,6300700,萬華區,6300700-018,華江里
63,臺北市,6300700,萬華區,6300700-019,柳鄉里
63,臺北市,6300700,萬華區,6300700-020,日善里
63,臺北市,6300700,萬華區,6300700-021,新安里
63,臺北市,6300700,萬華區,6300700-022,忠德里
63,臺北市,6300700,萬華區,6300700-023,孝德里
63,臺北市,6300700,萬華區,6300700-024,和德里
63,臺北市,6300700,萬華區,6300700-025,錦德里
63,臺北市,6300700,萬華區,6300700-026,全德里
63,臺北市,6300700,萬華區,6300700-027,保德里
63,臺北市,6300700,萬華區,6300700-028,銘德里
63,臺北市,6300700,萬華區,6300700-029,榮德里
63,臺北市,6300700,萬華區,6300700-030,壽德里
63,臺北市,6300700,萬華區,6300700-031,興德里
63,臺北市,6300700,萬華區,6300700-032,華中里
63,臺北市,6300700,萬華區,6300700-033,日祥里
63,臺北市,6300700,萬華區,6300700-034,忠貞里
63,臺北市,6300700,萬華區,6300700-035,凌霄里
63,臺北市,6300700,萬華區,6300700-036,騰雲里
63,臺北市,6300800,文山區,6300800-001,景行里
63,臺北市,6300800,文山區,6300800-002,景東里
63,臺北市,6300800,文山區,6300800-003,景美里
63,臺北市,6300800,文山區,6300800-004,景慶里
63,臺北市,6300800,文山區,6300800-005,景仁里
63,臺北市,6300800,文山區,6300800-006,景華里
63,臺北市,6300800,文山區,6300800-007,萬有里
63,臺北市,6300800,文山區,6300800-008,萬祥里
63,臺北市,6300800,文山區,6300800-009,萬隆里
63,臺北市,6300800,文山區,6300800-010,萬年里
63,臺北市,6300800,文山區,6300800-011,萬和里
63,臺北市,6300800,文山區,6300800-012,萬盛里
63,臺北市,6300800,文山區,6300800-013,興豐里
63,臺北市,6300800,文山區,6300800-014,興光里
63,臺北市,6300800,文山區,6300800-015,興家里
63,臺北市,6300800,文山區,6300800-016,興得里
63,臺北市,6300800,文山區,6300800-017,興業里
63,臺北市,6300800,文山區,6300800-018,興安里
63,臺北市,6300800,文山區,6300800-019,興福里
63,臺北市,6300800,文山區,6300800-020,興旺里
63,臺北市,6300800,文山區,6300800-021,興泰里
63,臺北市,6300800,文山區,6300800-022,興昌里
63,臺北市,6300800,文山區,6300800-023,試院里
63,臺北市,6300800,文山區,6300800-024,華興里
63,臺北市,6300800,文山區,6300800-025,明義里
63,臺北市,6300800,文山區,6300800-026,明興里
63,臺北市,6300800,文山區,6300800-027,木柵里
63,臺北市,6300800,文山區,6300800-028,木新里
63,臺北市,6300800,文山區,6300800-029,順興里
63,臺北市,6300800,文山區,6300800-030,樟林里
63,臺北市,6300800,文山區,6300800-031,樟新里
63,臺北市,6300800,文山區,6300800-032,樟腳里
63,臺北市,6300800,文山區,6300800-033,萬芳里
63,臺北市,6300800,文山區,6300800-034,博嘉里
63,臺北市,6300800,文山區,6300800-035,萬興里
63,臺北市,6300800,文山區,6300800-036,指南里
63,臺北市,6300800,文山區,6300800-037,老泉里
63,臺北市,6300800,文山區,6300800-038,忠順里
63,臺北市,6300800,文山區,6300800-039,萬美里
63,臺北市,6300800,文山區,6300800-040,政大里
63,臺北市,6300800,文山區,6300800-041,樟文里
63,臺北市,6300800,文山區,6300800-042,興邦里
63,臺北市,6300800,文山區,6300800-043,樟樹里
63,臺北市,6300900,南港區,6300900-001,南港里
63,臺北市,6300900,南港區,6300900-002,中南里
63,臺北市,6300900,南港區,6300900-003,新富里
63,臺北市,6300900,南港區,6300900-004,三重里
63,臺北市,6300900,南港區,6300900-005,東新里
63,臺北市,6300900,南港區,6300900-006,新光里
63,臺北市,6300900,南港區,6300900-007,東明里
63,臺北市,6300900,南港區,6300900-008,西新里
63,臺北市,6300900,南港區,6300900-009,玉成里
63,臺北市,6300900,南港區,6300900-010,合成里
63,臺北市,6300900,南港區,6300900-011,成福里
63,臺北市,6300900,南港區,6300900-012,萬福里
63,臺北市,6300900,南港區,6300900-013,鴻福里
63,臺北市,6300900,南港區,6300900-014,百福里
63,臺北市,6300900,南港區,6300900-015,聯成里
63,臺北市,6300900,南港區,6300900-016,舊莊里
63,臺北市,6300900,南港區,6300900-017,中研里
63,臺北市,6300900,南港區,6300900-018,九如里
63,臺北市,6300900,南港區,6300900-019,仁福里
63,臺北市,6300900,南港區,6300900-020,重陽里
63,臺北市,6301000,內湖區,6301000-001,西湖里
63,臺北市,6301000,內湖區,6301000-002,西康里
63,臺北市,6301000,內湖區,6301000-003,西安里
63,臺北市,6301000,內湖區,6301000-005,港墘里
63,臺北市,6301000,內湖區,6301000-006,港都里
63,臺北市,6301000,內湖區,6301000-007,港富里
63,臺北市,6301000,內湖區,6301000-008,港華里
63,臺北市,6301000,內湖區,6301000-009,內湖里
63,臺北市,6301000,內湖區,6301000-010,湖濱里
63,臺北市,6301000,內湖區,6301000-011,紫星里
63,臺北市,6301000,內湖區,6301000-012,大湖里
63,臺北市,6301000,內湖區,6301000-013,金龍里
63,臺北市,6301000,內湖區,6301000-014,金瑞里
63,臺北市,6301000,內湖區,6301000-015,碧山里
63,臺北市,6301000,內湖區,6301000-016,紫雲里
63,臺北市,6301000,內湖區,6301000-017,清白里
63,臺北市,6301000,內湖區,6301000-018,葫洲里
63,臺北市,6301000,內湖區,6301000-019,紫陽里
63,臺北市,6301000,內湖區,6301000-020,瑞陽里
63,臺北市,6301000,內湖區,6301000-021,瑞光里
63,臺北市,6301000,內湖區,6301000-022,五分里
63,臺北市,6301000,內湖區,6301000-023,東湖里
63,臺北市,6301000,內湖區,6301000-024,樂康里
63,臺北市,6301000,內湖區,6301000-025,內溝里
63,臺北市,6301000,內湖區,6301000-026,週美里
63,臺北市,6301000,內湖區,6301000-027,行善里
63,臺北市,6301000,內湖區,6301000-028,石潭里
63,臺北市,6301000,內湖區,6301000-029,湖興里
63,臺北市,6301000,內湖區,6301000-030,湖元里
63,臺北市,6301000,內湖區,6301000-031,安湖里
63,臺北市,6301000,內湖區,6301000-032,秀湖里
63,臺北市,6301000,內湖區,6301000-033,安泰里
63,臺北市,6301000,內湖區,6301000-034,金湖里
63,臺北市,6301000,內湖區,6301000-035,康寧里
63,臺北市,6301000,內湖區,6301000-036,明湖里
63,臺北市,6301000,內湖區,6301000-037,蘆洲里
63,臺北市,6301000,內湖區,6301000-038,麗山里
63,臺北市,6301000,內湖區,6301000-039,寶湖里
63,臺北市,6301000,內湖區,6301000-040,南湖里
63,臺北市,6301100,士林區,6301100-001,仁勇里
63,臺北市,6301100,士林區,6301100-002,義信里
63,臺北市,6301100,士林區,6301100-003,福林里
63,臺北市,6301100,士林區,6301100-004,福德里
63,臺北市,6301100,士林區,6301100-005,福志里
63,臺北市,6301100,士林區,6301100-006,舊佳里
63,臺北市,6301100,士林區,6301100-007,福佳里
63,臺北市,6301100,士林區,6301100-008,後港里
63,臺北市,6301100,士林區,6301100-009,福中里
63,臺北市,6301100,士林區,6301100-010,前港里
63,臺北市,6301100,士林區,6301100-011,百齡里
63,臺北市,6301100,士林區,6301100-012,承德里
63,臺北市,6301100,士林區,6301100-013,福華里
63,臺北市,6301100,士林區,6301100-014,明勝里
63,臺北市,6301100,士林區,6301100-015,福順里
63,臺北市,6301100,士林區,6301100-016,富光里
63,臺北市,6301100,士林區,6301100-017,葫蘆里
63,臺北市,6301100,士林區,6301100-018,葫東里
63,臺北市,6301100,士林區,6301100-019,社子里
63,臺北市,6301100,士林區,6301100-020,社新里
63,臺北市,6301100,士林區,6301100-021,社園里
63,臺北市,6301100,士林區,6301100-022,永倫里
63,臺北市,6301100,士林區,6301100-023,福安里
63,臺北市,6301100,士林區,6301100-024,富洲里
63,臺北市,6301100,士林區,6301100-025,岩山里
63,臺北市,6301100,士林區,6301100-026,名山里
63,臺北市,6301100,士林區,6301100-027,德行里
63,臺北市,6301100,士林區,6301100-028,德華里
63,臺北市,6301100,士林區,6301100-029,聖山里
63,臺北市,6301100,士林區,6301100-030,忠誠里
63,臺北市,6301100,士林區,6301100-031,芝山里
63,臺北市,6301100,士林區,6301100-032,東山里
63,臺北市,6301100,士林區,6301100-033,三玉里
63,臺北市,6301100,士林區,6301100-034,蘭雅里
63,臺北市,6301100,士林區,6301100-035,蘭興里
63,臺北市,6301100,士林區,6301100-036,天福里
63,臺北市,6301100,士林區,6301100-037,天祿里
63,臺北市,6301100,士林區,6301100-038,天壽里
63,臺北市,6301100,士林區,6301100-039,天和里
63,臺北市,6301100,士林區,6301100-040,天山里
63,臺北市,6301100,士林區,6301100-041,天玉里
63,臺北市,6301100,士林區,6301100-042,天母里
63,臺北市,6301100,士林區,6301100-043,永福里
63,臺北市,6301100,士林區,6301100-044,公館里
63,臺北市,6301100,士林區,6301100-045,新安里
63,臺北市,6301100,士林區,6301100-046,陽明里
63,臺北市,6301100,士林區,6301100-047,菁山里
63,臺北市,6301100,士林區,6301100-048,平等里
63,臺北市,6301100,士林區,6301100-049,溪山里
63,臺北市,6301100,士林區,6301100-050,翠山里
63,臺北市,6301100,士林區,6301100-051,臨溪里
63,臺北市,6301200,北投區,6301200-001,建民里
63,臺北市,6301200,北投區,6301200-002,文林里
63,臺北市,6301200,北投區,6301200-003,石牌里
63,臺北市,6301200,北投區,6301200-004,福興里
63,臺北市,6301200,北投區,6301200-005,榮光里
63,臺北市,6301200,北投區,6301200-006,榮華里
63,臺北市,6301200,北投區,6301200-007,裕民里
63,臺北市,6301200,北投區,6301200-008,振華里
63,臺北市,6301200,北投區,6301200-009,永和里
63,臺北市,6301200,北投區,6301200-010,永欣里
63,臺北市,6301200,北投區,6301200-011,永明里
63,臺北市,6301200,北投區,6301200-012,東華里
63,臺北市,6301200,北投區,6301200-013,吉利里
63,臺北市,6301200,北投區,6301200-014,吉慶里
63,臺北市,6301200,北投區,6301200-015,尊賢里
63,臺北市,6301200,北投區,6301200-016,立賢里
63,臺北市,6301200,北投區,6301200-017,立農里
63,臺北市,6301200,北投區,6301200-018,八仙里
63,臺北市,6301200,北投區,6301200-019,洲美里
63,臺北市,6301200,北投區,6301200-020,奇岩里
63,臺北市,6301200,北投區,6301200-021,清江里
63,臺北市,6301200,北投區,6301200-022,中央里
63,臺北市,6301200,北投區,6301200-023,長安里
63,臺北市,6301200,北投區,6301200-024,大同里
63,臺北市,6301200,北投區,6301200-025,溫泉里
63,臺北市,6301200,北投區,6301200-026,林泉里
63,臺北市,6301200,北投區,6301200-027,中心里
63,臺北市,6301200,北投區,6301200-028,中庸里
63,臺北市,6301200,北投區,6301200-029,開明里
63,臺北市,6301200,北投區,6301200-030,中和里
63,臺北市,6301200,北投區,6301200-031,智仁里
63,臺北市,6301200,北投區,6301200-032,秀山里
63,臺北市,6301200,北投區,6301200-033,文化里
63,臺北市,6301200,北投區,6301200-034,豐年里
63,臺北市,6301200,北投區,6301200-035,稻香里
63,臺北市,6301200,北投區,6301200-036,桃源里
63,臺北市,6301200,北投區,6301200-037,一德里
63,臺北市,6301200,北投區,6301200-038,關渡里
63,臺北市,6301200,北投區,6301200-039,泉源里
63,臺北市,6301200,北投區,6301200-040,湖山里
63,臺北市,6301200,北投區,6301200-041,大屯里
63,臺北市,6301200,北投區,6301200-042,湖田里
64,高雄市,6400100,鹽埕區,6400100-001,藍橋里
64,高雄市,6400100,鹽埕區,6400100-002,慈愛里
64,高雄市,6400100,鹽埕區,6400100-003,博愛里
64,高雄市,6400100,鹽埕區,6400100-004,壽星里
64,高雄市,6400100,鹽埕區,6400100-005,中山里
64,高雄市,6400100,鹽埕區,6400100-006,教仁里
64,高雄市,6400100,鹽埕區,6400100-007,新樂里
64,高雄市,6400100,鹽埕區,6400100-008,中原里
64,高雄市,6400100,鹽埕區,6400100-009,光明里
64,高雄市,6400100,鹽埕區,6400100-010,育仁里
64,高雄市,6400100,鹽埕區,6400100-011,河濱里
64,高雄市,6400100,鹽埕區,6400100-012,沙地里
64,高雄市,6400100,鹽埕區,6400100-013,南端里
64,高雄市,6400100,鹽埕區,6400100-014,港都里
64,高雄市,6400100,鹽埕區,6400100-015,江西里
64,高雄市,6400100,鹽埕區,6400100-016,新豐里
64,高雄市,6400100,鹽埕區,6400100-017,府北里
64,高雄市,6400100,鹽埕區,6400100-018,陸橋里
64,高雄市,6400100,鹽埕區,6400100-019,瀨南里
64,高雄市,6400100,鹽埕區,6400100-020,新化里
64,高雄市,6400100,鹽埕區,6400100-021,江南里
64,高雄市,6400200,鼓山區,6400200-001,鼓峰里
64,高雄市,6400200,鼓山區,6400200-002,雄峰里
64,高雄市,6400200,鼓山區,6400200-003,前峰里
64,高雄市,6400200,鼓山區,6400200-004,光榮里
64,高雄市,6400200,鼓山區,6400200-005,民族里
64,高雄市,6400200,鼓山區,6400200-006,內惟里
64,高雄市,6400200,鼓山區,6400200-007,建國里
64,高雄市,6400200,鼓山區,6400200-008,忠正里
64,高雄市,6400200,鼓山區,6400200-009,自強里
64,高雄市,6400200,鼓山區,6400200-010,龍井里
64,高雄市,6400200,鼓山區,6400200-011,正德里
64,高雄市,6400200,鼓山區,6400200-012,平和里
64,高雄市,6400200,鼓山區,6400200-013,民強里
64,高雄市,6400200,鼓山區,6400200-014,厚生里
64,高雄市,6400200,鼓山區,6400200-015,龍子里
64,高雄市,6400200,鼓山區,6400200-016,龍水里
64,高雄市,6400200,鼓山區,6400200-017,明誠里
64,高雄市,6400200,鼓山區,6400200-018,華豐里
64,高雄市,6400200,鼓山區,6400200-019,裕興里
64,高雄市,6400200,鼓山區,6400200-020,裕豐里
64,高雄市,6400200,鼓山區,6400200-021,鼓岩里
64,高雄市,6400200,鼓山區,6400200-022,樹德里
64,高雄市,6400200,鼓山區,6400200-023,寶樹里
64,高雄市,6400200,鼓山區,6400200-024,興宗里
64,高雄市,6400200,鼓山區,6400200-025,光化里
64,高雄市,6400200,鼓山區,6400200-026,山下里
64,高雄市,6400200,鼓山區,6400200-027,河邊里
64,高雄市,6400200,鼓山區,6400200-028,綠川里
64,高雄市,6400200,鼓山區,6400200-029,登山里
64,高雄市,6400200,鼓山區,6400200-030,峰南里
64,高雄市,6400200,鼓山區,6400200-031,麗興里
64,高雄市,6400200,鼓山區,6400200-032,新民里
64,高雄市,6400200,鼓山區,6400200-033,延平里
64,高雄市,6400200,鼓山區,6400200-034,維生里
64,高雄市,6400200,鼓山區,6400200-035,惠安里
64,高雄市,6400200,鼓山區,6400200-036,壽山里
64,高雄市,6400200,鼓山區,6400200-037,哨船頭里
64,高雄市,6400200,鼓山區,6400200-038,桃源里
64,高雄市,6400300,左營區,6400300-001,進學里
64,高雄市,6400300,左營區,6400300-002,尾西里
64,高雄市,6400300,左營區,6400300-003,頂北里
64,高雄市,6400300,左營區,6400300-004,中北里
64,高雄市,6400300,左營區,6400300-005,中南里
64,高雄市,6400300,左營區,6400300-006,廟東里
64,高雄市,6400300,左營區,6400300-007,廟北里
64,高雄市,6400300,左營區,6400300-008,尾南里
64,高雄市,6400300,左營區,6400300-009,尾北里
64,高雄市,6400300,左營區,6400300-011,屏山里
64,高雄市,6400300,左營區,6400300-012,祥和里
64,高雄市,6400300,左營區,6400300-013,永清里
64,高雄市,6400300,左營區,6400300-015,莒光里
64,高雄市,6400300,左營區,6400300-016,光輝里
64,高雄市,6400300,左營區,6400300-017,合群里
64,高雄市,6400300,左營區,6400300-019,明建里
64,高雄市,6400300,左營區,6400300-021,頂西里
64,高雄市,6400300,左營區,6400300-022,聖后里
